dd/MM/yyyy HH:mm:ss;CTC31,16
26/02/2021 16:05:39;5,00
26/02/2021 16:05:41;3,00
26/02/2021 16:05:45;7,00
26/02/2021 16:05:47;11,00
26/02/2021 16:05:49;8,00
26/02/2021 16:05:53;12,00
26/02/2021 16:05:55;1,00
26/02/2021 16:05:57;10,00
26/02/2021 16:05:59;9,00
26/02/2021 16:06:01;5,00
26/02/2021 16:06:04;7,00
26/02/2021 16:06:05;4,00
26/02/2021 16:06:08;9,00
26/02/2021 16:06:12;8,00
26/02/2021 16:06:14;5,00
26/02/2021 16:06:16;12,00
26/02/2021 16:06:20;3,00
26/02/2021 16:06:22;9,00
26/02/2021 16:06:24;6,00
26/02/2021 16:06:26;0,00
26/02/2021 16:06:28;8,00
26/02/2021 16:06:30;10,00
26/02/2021 16:06:32;11,00
26/02/2021 16:06:34;8,00
26/02/2021 16:06:36;3,00
26/02/2021 16:06:38;9,00
26/02/2021 16:06:40;4,00
26/02/2021 16:06:42;6,00
26/02/2021 16:06:44;7,00
26/02/2021 16:06:46;12,00
26/02/2021 16:06:48;9,00
26/02/2021 16:06:50;8,00
26/02/2021 16:06:52;7,00
26/02/2021 16:06:54;11,00
26/02/2021 16:06:56;9,00
26/02/2021 16:06:58;2,00
26/02/2021 16:07:00;4,00
26/02/2021 16:07:02;1,00
26/02/2021 16:07:04;11,00
26/02/2021 16:07:06;8,00
26/02/2021 16:07:08;1,00
26/02/2021 16:07:10;2,00
26/02/2021 16:07:14;11,00
26/02/2021 16:07:16;3,00
26/02/2021 16:07:18;13,00
26/02/2021 16:07:22;3,00
26/02/2021 16:07:24;8,00
26/02/2021 16:07:26;12,00
26/02/2021 16:07:28;14,00
26/02/2021 16:07:30;3,00
26/02/2021 16:07:32;0,00
26/02/2021 16:07:34;7,00
26/02/2021 16:07:36;0,00
26/02/2021 16:07:38;13,00
26/02/2021 16:07:40;3,00
26/02/2021 16:07:42;11,00
26/02/2021 16:07:44;0,00
26/02/2021 16:07:46;8,00
26/02/2021 16:07:48;14,00
26/02/2021 16:07:50;9,00
26/02/2021 16:07:54;5,00
26/02/2021 16:07:56;8,00
26/02/2021 16:07:58;7,00
26/02/2021 16:08:00;10,00
26/02/2021 16:08:02;0,00
26/02/2021 16:08:06;4,00
26/02/2021 16:08:08;3,00
26/02/2021 16:08:10;5,00
26/02/2021 16:08:12;8,00
26/02/2021 16:08:14;4,00
26/02/2021 16:08:16;9,00
26/02/2021 16:08:18;1,00
26/02/2021 16:08:20;9,00
26/02/2021 16:08:22;1,00
26/02/2021 16:08:24;14,00
26/02/2021 16:08:26;11,00
26/02/2021 16:08:28;9,00
26/02/2021 16:08:33;0,00
26/02/2021 16:08:34;1,00
26/02/2021 16:08:37;5,00
26/02/2021 16:08:39;14,00
26/02/2021 16:08:41;6,00
26/02/2021 16:08:43;11,00
26/02/2021 16:08:45;10,00
26/02/2021 16:08:47;1,00
26/02/2021 16:08:49;4,00
26/02/2021 16:08:51;7,00
26/02/2021 16:08:53;8,00
26/02/2021 16:08:57;3,00
26/02/2021 16:08:59;13,00
26/02/2021 16:09:03;3,00
26/02/2021 16:09:05;4,00
26/02/2021 16:09:07;2,00
26/02/2021 16:09:09;3,00
26/02/2021 16:09:11;8,00
26/02/2021 16:09:13;4,00
26/02/2021 16:09:15;13,00
26/02/2021 16:09:17;11,00
26/02/2021 16:09:19;9,00
26/02/2021 16:09:21;13,00
26/02/2021 16:09:23;1,00
26/02/2021 16:09:27;13,00
26/02/2021 16:09:29;5,00
26/02/2021 16:09:31;14,00
26/02/2021 16:09:33;12,00
26/02/2021 16:09:35;4,00
26/02/2021 16:09:37;0,00
26/02/2021 16:09:39;8,00
26/02/2021 16:09:41;7,00
26/02/2021 16:09:43;14,00
26/02/2021 16:09:45;8,00
26/02/2021 16:09:47;14,00
26/02/2021 16:09:49;7,00
26/02/2021 16:09:51;9,00
26/02/2021 16:09:53;4,00
26/02/2021 16:09:55;3,00
26/02/2021 16:09:57;5,00
26/02/2021 16:09:59;13,00
26/02/2021 16:10:01;12,00
26/02/2021 16:10:03;11,00
26/02/2021 16:10:05;7,00
26/02/2021 16:10:07;10,00
26/02/2021 16:10:09;5,00
26/02/2021 16:10:11;4,00
26/02/2021 16:10:13;10,00
26/02/2021 16:10:15;7,00
26/02/2021 16:10:17;4,00
26/02/2021 16:10:19;5,00
26/02/2021 16:10:21;0,00
26/02/2021 16:10:23;4,00
26/02/2021 16:10:25;0,00
26/02/2021 16:10:29;10,00
26/02/2021 16:10:31;14,00
26/02/2021 16:10:33;5,00
26/02/2021 16:10:35;0,00
26/02/2021 16:10:37;1,00
26/02/2021 16:10:39;7,00
26/02/2021 16:10:41;2,00
26/02/2021 16:10:44;7,00
26/02/2021 16:10:46;5,00
26/02/2021 16:10:48;0,00
26/02/2021 16:10:50;9,00
26/02/2021 16:10:52;13,00
26/02/2021 16:10:54;5,00
26/02/2021 16:10:56;10,00
26/02/2021 16:10:58;1,00
26/02/2021 16:11:00;0,00
26/02/2021 16:11:02;13,00
26/02/2021 16:11:04;6,00
26/02/2021 16:11:06;12,00
26/02/2021 16:11:08;8,00
26/02/2021 16:11:12;3,00
26/02/2021 16:11:14;6,00
26/02/2021 16:11:18;5,00
26/02/2021 16:11:20;12,00
26/02/2021 16:11:22;13,00
26/02/2021 16:11:24;11,00
26/02/2021 16:11:26;2,00
26/02/2021 16:11:28;13,00
26/02/2021 16:11:30;6,00
26/02/2021 16:11:32;2,00
26/02/2021 16:11:34;4,00
26/02/2021 16:11:36;0,00
26/02/2021 16:11:38;1,00
26/02/2021 16:11:40;8,00
26/02/2021 16:11:42;1,00
26/02/2021 16:11:44;0,00
26/02/2021 16:11:46;2,00
26/02/2021 16:11:48;14,00
26/02/2021 16:11:50;1,00
26/02/2021 16:11:52;12,00
26/02/2021 16:11:54;6,00
26/02/2021 16:11:56;12,00
26/02/2021 16:11:58;4,00
26/02/2021 16:12:00;12,00
26/02/2021 16:12:02;3,00
26/02/2021 16:12:06;6,00
26/02/2021 16:12:08;11,00
26/02/2021 16:12:10;5,00
26/02/2021 16:12:12;13,00
26/02/2021 16:12:14;3,00
26/02/2021 16:12:16;6,00
26/02/2021 16:12:18;13,00
26/02/2021 16:12:20;7,00
26/02/2021 16:12:22;3,00
26/02/2021 16:12:24;12,00
26/02/2021 16:12:26;3,00
26/02/2021 16:12:28;13,00
26/02/2021 16:12:30;1,00
26/02/2021 16:12:32;0,00
26/02/2021 16:12:34;4,00
26/02/2021 16:12:36;1,00
26/02/2021 16:12:38;7,00
26/02/2021 16:12:40;2,00
26/02/2021 16:12:44;10,00
26/02/2021 16:12:46;14,00
26/02/2021 16:12:48;3,00
26/02/2021 16:12:50;1,00
26/02/2021 16:12:52;6,00
26/02/2021 16:12:54;8,00
26/02/2021 16:12:56;5,00
26/02/2021 16:12:58;3,00
26/02/2021 16:13:02;9,00
26/02/2021 16:13:06;7,00
26/02/2021 16:13:08;4,00
26/02/2021 16:13:10;7,00
26/02/2021 16:13:12;5,00
26/02/2021 16:13:16;11,00
26/02/2021 16:13:18;3,00
26/02/2021 16:13:21;4,00
26/02/2021 16:13:22;12,00
26/02/2021 16:13:25;11,00
26/02/2021 16:13:27;7,00
26/02/2021 16:13:29;12,00
26/02/2021 16:13:31;10,00
26/02/2021 16:13:33;9,00
26/02/2021 16:13:35;1,00
26/02/2021 16:13:37;11,00
26/02/2021 16:13:39;8,00
26/02/2021 16:13:41;12,00
26/02/2021 16:13:43;5,00
26/02/2021 16:13:45;0,00
26/02/2021 16:13:47;7,00
26/02/2021 16:13:49;11,00
26/02/2021 16:13:51;14,00
26/02/2021 16:13:53;8,00
26/02/2021 16:13:55;14,00
26/02/2021 16:13:57;11,00
26/02/2021 16:13:59;0,00
26/02/2021 16:14:01;6,00
26/02/2021 16:14:03;0,00
26/02/2021 16:14:05;4,00
26/02/2021 16:14:07;5,00
26/02/2021 16:14:09;1,00
26/02/2021 16:14:11;7,00
26/02/2021 16:14:13;14,00
26/02/2021 16:14:15;1,00
26/02/2021 16:14:17;4,00
26/02/2021 16:14:19;8,00
26/02/2021 16:14:21;4,00
26/02/2021 16:14:23;0,00
26/02/2021 16:14:25;5,00
26/02/2021 16:14:27;0,00
26/02/2021 16:14:29;2,00
26/02/2021 16:14:31;4,00
26/02/2021 16:14:35;13,00
26/02/2021 16:14:37;11,00
26/02/2021 16:14:39;13,00
26/02/2021 16:14:41;3,00
26/02/2021 16:14:43;5,00
