dd/MM/yyyy HH:mm:ss;CTC6,16
26/02/2021 16:04:41;0,00
26/02/2021 16:04:43;10,00
26/02/2021 16:04:45;4,00
26/02/2021 16:04:47;12,00
26/02/2021 16:04:49;10,00
26/02/2021 16:04:51;8,00
26/02/2021 16:04:53;6,00
26/02/2021 16:04:55;1,00
26/02/2021 16:04:57;0,00
26/02/2021 16:04:59;8,00
26/02/2021 16:05:01;9,00
26/02/2021 16:05:03;4,00
26/02/2021 16:05:05;12,00
26/02/2021 16:05:07;1,00
26/02/2021 16:05:09;6,00
26/02/2021 16:05:11;12,00
26/02/2021 16:05:13;0,00
26/02/2021 16:05:15;2,00
26/02/2021 16:05:17;4,00
26/02/2021 16:05:19;14,00
26/02/2021 16:05:21;8,00
26/02/2021 16:05:23;1,00
26/02/2021 16:05:25;7,00
26/02/2021 16:05:27;5,00
26/02/2021 16:05:29;11,00
26/02/2021 16:05:31;1,00
26/02/2021 16:05:33;8,00
26/02/2021 16:05:35;9,00
26/02/2021 16:05:37;8,00
26/02/2021 16:05:39;4,00
26/02/2021 16:05:41;0,00
26/02/2021 16:05:43;11,00
26/02/2021 16:05:45;3,00
26/02/2021 16:05:47;4,00
26/02/2021 16:05:49;5,00
26/02/2021 16:05:51;1,00
26/02/2021 16:05:55;7,00
26/02/2021 16:06:01;11,00
26/02/2021 16:06:04;1,00
26/02/2021 16:06:05;4,00
26/02/2021 16:06:08;14,00
26/02/2021 16:06:10;12,00
26/02/2021 16:06:12;8,00
26/02/2021 16:06:14;13,00
26/02/2021 16:06:16;4,00
26/02/2021 16:06:18;3,00
26/02/2021 16:06:20;7,00
26/02/2021 16:06:22;11,00
26/02/2021 16:06:24;9,00
26/02/2021 16:06:26;7,00
26/02/2021 16:06:28;6,00
26/02/2021 16:06:30;9,00
26/02/2021 16:06:32;2,00
26/02/2021 16:06:34;12,00
26/02/2021 16:06:36;2,00
26/02/2021 16:06:38;0,00
26/02/2021 16:06:40;14,00
26/02/2021 16:06:42;10,00
26/02/2021 16:06:44;13,00
26/02/2021 16:06:46;6,00
26/02/2021 16:06:48;11,00
26/02/2021 16:06:52;9,00
26/02/2021 16:06:54;3,00
26/02/2021 16:06:56;1,00
26/02/2021 16:06:58;6,00
26/02/2021 16:07:00;2,00
26/02/2021 16:07:04;11,00
26/02/2021 16:07:06;0,00
26/02/2021 16:07:08;9,00
26/02/2021 16:07:10;14,00
26/02/2021 16:07:12;1,00
26/02/2021 16:07:14;9,00
26/02/2021 16:07:16;3,00
26/02/2021 16:07:18;11,00
26/02/2021 16:07:20;6,00
26/02/2021 16:07:22;14,00
26/02/2021 16:07:24;4,00
26/02/2021 16:07:26;2,00
26/02/2021 16:07:28;6,00
26/02/2021 16:07:30;0,00
26/02/2021 16:07:32;8,00
26/02/2021 16:07:34;0,00
26/02/2021 16:07:38;7,00
26/02/2021 16:07:40;13,00
26/02/2021 16:07:42;9,00
26/02/2021 16:07:44;0,00
26/02/2021 16:07:46;13,00
26/02/2021 16:07:48;10,00
26/02/2021 16:07:50;4,00
26/02/2021 16:07:52;7,00
26/02/2021 16:07:54;4,00
26/02/2021 16:07:56;9,00
26/02/2021 16:07:58;8,00
26/02/2021 16:08:00;10,00
26/02/2021 16:08:02;0,00
26/02/2021 16:08:04;6,00
26/02/2021 16:08:06;2,00
26/02/2021 16:08:08;1,00
26/02/2021 16:08:10;2,00
26/02/2021 16:08:12;0,00
26/02/2021 16:08:14;8,00
26/02/2021 16:08:16;7,00
26/02/2021 16:08:18;11,00
26/02/2021 16:08:20;3,00
26/02/2021 16:08:22;12,00
26/02/2021 16:08:24;0,00
26/02/2021 16:08:26;12,00
26/02/2021 16:08:28;0,00
26/02/2021 16:08:33;7,00
26/02/2021 16:08:34;5,00
26/02/2021 16:08:37;4,00
26/02/2021 16:08:39;7,00
26/02/2021 16:08:41;1,00
26/02/2021 16:08:43;8,00
26/02/2021 16:08:45;0,00
26/02/2021 16:08:47;8,00
26/02/2021 16:08:49;2,00
26/02/2021 16:08:51;9,00
26/02/2021 16:08:53;13,00
26/02/2021 16:08:55;6,00
26/02/2021 16:08:57;4,00
26/02/2021 16:08:59;7,00
26/02/2021 16:09:01;11,00
26/02/2021 16:09:03;10,00
26/02/2021 16:09:05;4,00
26/02/2021 16:09:07;11,00
26/02/2021 16:09:09;1,00
26/02/2021 16:09:11;5,00
26/02/2021 16:09:13;14,00
26/02/2021 16:09:15;13,00
26/02/2021 16:09:17;10,00
26/02/2021 16:09:19;7,00
26/02/2021 16:09:21;11,00
26/02/2021 16:09:23;10,00
26/02/2021 16:09:25;5,00
26/02/2021 16:09:27;14,00
26/02/2021 16:09:29;0,00
26/02/2021 16:09:31;3,00
26/02/2021 16:09:33;14,00
26/02/2021 16:09:35;7,00
26/02/2021 16:09:37;6,00
26/02/2021 16:09:39;3,00
26/02/2021 16:09:41;10,00
26/02/2021 16:09:43;12,00
26/02/2021 16:09:45;9,00
26/02/2021 16:09:47;10,00
26/02/2021 16:09:49;6,00
26/02/2021 16:09:51;4,00
26/02/2021 16:09:53;2,00
26/02/2021 16:09:55;10,00
26/02/2021 16:09:57;9,00
26/02/2021 16:09:59;1,00
26/02/2021 16:10:01;5,00
26/02/2021 16:10:03;0,00
26/02/2021 16:10:05;11,00
26/02/2021 16:10:07;10,00
26/02/2021 16:10:11;8,00
26/02/2021 16:10:13;1,00
26/02/2021 16:10:17;11,00
26/02/2021 16:10:19;14,00
26/02/2021 16:10:21;0,00
26/02/2021 16:10:23;12,00
26/02/2021 16:10:25;10,00
26/02/2021 16:10:27;6,00
26/02/2021 16:10:29;13,00
26/02/2021 16:10:31;14,00
26/02/2021 16:10:33;1,00
26/02/2021 16:10:35;3,00
26/02/2021 16:10:37;9,00
26/02/2021 16:10:39;6,00
26/02/2021 16:10:41;9,00
26/02/2021 16:10:44;5,00
26/02/2021 16:10:46;7,00
26/02/2021 16:10:48;5,00
26/02/2021 16:10:50;3,00
26/02/2021 16:10:52;12,00
26/02/2021 16:10:54;10,00
26/02/2021 16:10:56;14,00
26/02/2021 16:11:00;12,00
26/02/2021 16:11:02;8,00
26/02/2021 16:11:04;2,00
26/02/2021 16:11:06;7,00
26/02/2021 16:11:08;9,00
26/02/2021 16:11:10;14,00
26/02/2021 16:11:12;10,00
26/02/2021 16:11:14;4,00
26/02/2021 16:11:16;1,00
26/02/2021 16:11:18;11,00
26/02/2021 16:11:20;5,00
26/02/2021 16:11:22;12,00
26/02/2021 16:11:26;3,00
26/02/2021 16:11:28;13,00
26/02/2021 16:11:30;8,00
26/02/2021 16:11:32;10,00
26/02/2021 16:11:36;7,00
26/02/2021 16:11:38;5,00
26/02/2021 16:11:40;0,00
26/02/2021 16:11:42;12,00
26/02/2021 16:11:44;3,00
26/02/2021 16:11:46;5,00
26/02/2021 16:11:48;2,00
26/02/2021 16:11:50;14,00
26/02/2021 16:11:52;12,00
26/02/2021 16:11:54;5,00
26/02/2021 16:11:56;6,00
26/02/2021 16:11:58;3,00
26/02/2021 16:12:00;6,00
26/02/2021 16:12:02;14,00
26/02/2021 16:12:04;2,00
26/02/2021 16:12:06;12,00
26/02/2021 16:12:08;7,00
26/02/2021 16:12:10;9,00
26/02/2021 16:12:12;0,00
26/02/2021 16:12:14;2,00
26/02/2021 16:12:16;11,00
26/02/2021 16:12:18;6,00
26/02/2021 16:12:22;10,00
26/02/2021 16:12:24;12,00
26/02/2021 16:12:26;6,00
26/02/2021 16:12:28;3,00
26/02/2021 16:12:30;1,00
26/02/2021 16:12:32;11,00
26/02/2021 16:12:34;2,00
26/02/2021 16:12:38;11,00
26/02/2021 16:12:40;12,00
26/02/2021 16:12:42;0,00
26/02/2021 16:12:44;12,00
26/02/2021 16:12:46;5,00
26/02/2021 16:12:48;9,00
26/02/2021 16:12:50;7,00
26/02/2021 16:12:52;4,00
26/02/2021 16:12:54;2,00
26/02/2021 16:12:56;0,00
26/02/2021 16:12:58;8,00
26/02/2021 16:13:00;2,00
26/02/2021 16:13:02;11,00
26/02/2021 16:13:04;3,00
26/02/2021 16:13:06;14,00
26/02/2021 16:13:08;4,00
26/02/2021 16:13:10;0,00
26/02/2021 16:13:12;8,00
26/02/2021 16:13:14;9,00
26/02/2021 16:13:16;6,00
26/02/2021 16:13:18;7,00
26/02/2021 16:13:21;13,00
26/02/2021 16:13:22;10,00
26/02/2021 16:13:25;13,00
26/02/2021 16:13:29;12,00
26/02/2021 16:13:31;3,00
26/02/2021 16:13:35;10,00
26/02/2021 16:13:37;11,00
26/02/2021 16:13:39;7,00
26/02/2021 16:13:41;3,00
26/02/2021 16:13:43;4,00
26/02/2021 16:13:45;8,00
26/02/2021 16:13:49;9,00
26/02/2021 16:13:51;8,00
26/02/2021 16:13:53;2,00
26/02/2021 16:13:55;3,00
26/02/2021 16:13:57;9,00
26/02/2021 16:13:59;12,00
26/02/2021 16:14:01;8,00
26/02/2021 16:14:03;2,00
26/02/2021 16:14:05;11,00
26/02/2021 16:14:07;12,00
26/02/2021 16:14:09;5,00
26/02/2021 16:14:11;1,00
26/02/2021 16:14:13;6,00
26/02/2021 16:14:15;7,00
26/02/2021 16:14:17;3,00
26/02/2021 16:14:19;7,00
26/02/2021 16:14:21;14,00
26/02/2021 16:14:23;2,00
26/02/2021 16:14:25;9,00
26/02/2021 16:14:29;4,00
26/02/2021 16:14:31;12,00
26/02/2021 16:14:33;4,00
26/02/2021 16:14:35;14,00
26/02/2021 16:14:37;10,00
26/02/2021 16:14:39;12,00
26/02/2021 16:14:43;7,00
