dd/MM/yyyy HH:mm:ss;CHC14,16
26/02/2021 16:06:28;81,00
26/02/2021 16:06:44;86,00
26/02/2021 16:06:56;88,00
26/02/2021 16:06:58;49,00
26/02/2021 16:07:04;81,00
26/02/2021 16:07:06;84,00
26/02/2021 16:07:12;61,00
26/02/2021 16:07:14;89,00
26/02/2021 16:07:16;83,00
26/02/2021 16:07:18;56,00
26/02/2021 16:07:20;66,00
26/02/2021 16:07:32;56,00
26/02/2021 16:07:36;42,00
26/02/2021 16:07:44;76,00
26/02/2021 16:07:50;45,00
26/02/2021 16:07:56;67,00
26/02/2021 16:07:58;58,00
26/02/2021 16:08:06;57,00
26/02/2021 16:08:10;42,00
26/02/2021 16:08:12;67,00
26/02/2021 16:08:14;47,00
26/02/2021 16:08:16;66,00
26/02/2021 16:08:18;67,00
26/02/2021 16:08:22;54,00
26/02/2021 16:08:33;67,00
26/02/2021 16:08:37;49,00
26/02/2021 16:08:39;83,00
26/02/2021 16:08:43;60,00
26/02/2021 16:08:45;84,00
26/02/2021 16:08:47;56,00
26/02/2021 16:08:51;75,00
26/02/2021 16:08:57;60,00
26/02/2021 16:09:05;66,00
26/02/2021 16:09:09;58,00
26/02/2021 16:09:13;53,00
26/02/2021 16:09:15;43,00
26/02/2021 16:09:19;47,00
26/02/2021 16:09:25;56,00
26/02/2021 16:09:31;51,00
26/02/2021 16:09:33;58,00
26/02/2021 16:09:37;69,00
26/02/2021 16:09:41;54,00
26/02/2021 16:09:51;73,00
26/02/2021 16:09:53;69,00
26/02/2021 16:09:57;64,00
26/02/2021 16:10:01;57,00
26/02/2021 16:10:03;86,00
26/02/2021 16:10:05;44,00
26/02/2021 16:10:09;50,00
26/02/2021 16:10:15;47,00
26/02/2021 16:10:17;45,00
26/02/2021 16:10:19;70,00
26/02/2021 16:10:23;73,00
26/02/2021 16:10:27;56,00
26/02/2021 16:10:29;82,00
26/02/2021 16:10:31;41,00
26/02/2021 16:10:37;63,00
26/02/2021 16:10:44;79,00
26/02/2021 16:10:52;80,00
26/02/2021 16:10:54;44,00
26/02/2021 16:10:58;77,00
26/02/2021 16:11:02;48,00
26/02/2021 16:11:08;85,00
26/02/2021 16:11:10;77,00
26/02/2021 16:11:12;51,00
26/02/2021 16:11:18;41,00
26/02/2021 16:11:20;80,00
26/02/2021 16:11:22;86,00
26/02/2021 16:11:26;61,00
26/02/2021 16:11:34;49,00
26/02/2021 16:11:38;76,00
26/02/2021 16:11:42;84,00
26/02/2021 16:11:44;62,00
26/02/2021 16:11:46;44,00
26/02/2021 16:11:48;72,00
26/02/2021 16:11:50;43,00
26/02/2021 16:11:54;68,00
26/02/2021 16:11:56;87,00
26/02/2021 16:11:58;81,00
26/02/2021 16:12:00;82,00
26/02/2021 16:12:04;57,00
26/02/2021 16:12:08;80,00
26/02/2021 16:12:12;52,00
26/02/2021 16:12:14;71,00
26/02/2021 16:12:18;82,00
26/02/2021 16:12:20;66,00
26/02/2021 16:12:24;63,00
26/02/2021 16:12:28;89,00
26/02/2021 16:12:30;83,00
26/02/2021 16:12:32;86,00
26/02/2021 16:12:36;52,00
26/02/2021 16:12:40;64,00
26/02/2021 16:12:44;77,00
26/02/2021 16:12:46;50,00
26/02/2021 16:12:52;75,00
26/02/2021 16:12:54;76,00
26/02/2021 16:12:56;77,00
26/02/2021 16:12:58;60,00
26/02/2021 16:13:00;55,00
26/02/2021 16:13:02;42,00
26/02/2021 16:13:04;58,00
26/02/2021 16:13:08;64,00
26/02/2021 16:13:10;86,00
26/02/2021 16:13:18;62,00
26/02/2021 16:13:21;67,00
26/02/2021 16:13:22;55,00
26/02/2021 16:13:25;43,00
26/02/2021 16:13:29;67,00
26/02/2021 16:13:31;72,00
26/02/2021 16:13:33;69,00
26/02/2021 16:13:35;84,00
26/02/2021 16:13:37;60,00
26/02/2021 16:13:41;65,00
26/02/2021 16:13:43;66,00
26/02/2021 16:13:47;70,00
26/02/2021 16:13:49;72,00
26/02/2021 16:13:55;55,00
26/02/2021 16:13:57;74,00
26/02/2021 16:13:59;59,00
26/02/2021 16:14:01;47,00
26/02/2021 16:14:03;44,00
26/02/2021 16:14:05;56,00
26/02/2021 16:14:11;43,00
26/02/2021 16:14:13;45,00
26/02/2021 16:14:15;81,00
26/02/2021 16:14:21;77,00
26/02/2021 16:14:25;60,00
26/02/2021 16:14:27;42,00
26/02/2021 16:14:29;86,00
26/02/2021 16:14:31;59,00
26/02/2021 16:14:33;43,00
26/02/2021 16:14:37;54,00
26/02/2021 16:14:39;81,00
26/02/2021 16:14:41;65,00
