dd/MM/yyyy HH:mm:ss;CTC4E,16
26/02/2021 16:05:25;3,00
26/02/2021 16:05:29;0,00
26/02/2021 16:05:31;12,00
26/02/2021 16:05:33;2,00
26/02/2021 16:05:35;1,00
26/02/2021 16:05:37;4,00
26/02/2021 16:05:39;0,00
26/02/2021 16:05:41;5,00
26/02/2021 16:05:45;11,00
26/02/2021 16:05:47;6,00
26/02/2021 16:05:49;7,00
26/02/2021 16:05:51;12,00
26/02/2021 16:05:53;2,00
26/02/2021 16:05:55;8,00
26/02/2021 16:05:57;3,00
26/02/2021 16:05:59;6,00
26/02/2021 16:06:01;1,00
26/02/2021 16:06:04;2,00
26/02/2021 16:06:05;0,00
26/02/2021 16:06:08;3,00
26/02/2021 16:06:10;11,00
26/02/2021 16:06:12;14,00
26/02/2021 16:06:14;7,00
26/02/2021 16:06:16;9,00
26/02/2021 16:06:18;6,00
26/02/2021 16:06:20;10,00
26/02/2021 16:06:22;14,00
26/02/2021 16:06:24;11,00
26/02/2021 16:06:26;6,00
26/02/2021 16:06:28;14,00
26/02/2021 16:06:30;8,00
26/02/2021 16:06:32;14,00
26/02/2021 16:06:34;6,00
26/02/2021 16:06:36;13,00
26/02/2021 16:06:38;12,00
26/02/2021 16:06:42;5,00
26/02/2021 16:06:44;3,00
26/02/2021 16:06:46;13,00
26/02/2021 16:06:48;3,00
26/02/2021 16:06:50;10,00
26/02/2021 16:06:52;9,00
26/02/2021 16:06:54;7,00
26/02/2021 16:06:56;4,00
26/02/2021 16:06:58;1,00
26/02/2021 16:07:00;10,00
26/02/2021 16:07:04;12,00
26/02/2021 16:07:06;1,00
26/02/2021 16:07:08;9,00
26/02/2021 16:07:10;4,00
26/02/2021 16:07:12;2,00
26/02/2021 16:07:14;10,00
26/02/2021 16:07:16;11,00
26/02/2021 16:07:18;2,00
26/02/2021 16:07:20;10,00
26/02/2021 16:07:22;9,00
26/02/2021 16:07:24;10,00
26/02/2021 16:07:26;0,00
26/02/2021 16:07:30;13,00
26/02/2021 16:07:32;14,00
26/02/2021 16:07:34;12,00
26/02/2021 16:07:36;1,00
26/02/2021 16:07:40;9,00
26/02/2021 16:07:42;10,00
26/02/2021 16:07:44;7,00
26/02/2021 16:07:46;13,00
26/02/2021 16:07:48;7,00
26/02/2021 16:07:50;14,00
26/02/2021 16:07:52;1,00
26/02/2021 16:07:54;3,00
26/02/2021 16:07:56;2,00
26/02/2021 16:07:58;8,00
26/02/2021 16:08:00;7,00
26/02/2021 16:08:04;12,00
26/02/2021 16:08:06;8,00
26/02/2021 16:08:08;6,00
26/02/2021 16:08:10;10,00
26/02/2021 16:08:12;5,00
26/02/2021 16:08:14;14,00
26/02/2021 16:08:16;10,00
26/02/2021 16:08:18;14,00
26/02/2021 16:08:20;9,00
26/02/2021 16:08:24;14,00
26/02/2021 16:08:26;9,00
26/02/2021 16:08:28;6,00
26/02/2021 16:08:30;0,00
26/02/2021 16:08:33;10,00
26/02/2021 16:08:34;7,00
26/02/2021 16:08:37;0,00
26/02/2021 16:08:39;9,00
26/02/2021 16:08:41;1,00
26/02/2021 16:08:43;14,00
26/02/2021 16:08:45;5,00
26/02/2021 16:08:47;9,00
26/02/2021 16:08:49;7,00
26/02/2021 16:08:53;2,00
26/02/2021 16:08:55;0,00
26/02/2021 16:08:57;3,00
26/02/2021 16:08:59;13,00
26/02/2021 16:09:01;10,00
26/02/2021 16:09:03;8,00
26/02/2021 16:09:05;0,00
26/02/2021 16:09:07;12,00
26/02/2021 16:09:09;1,00
26/02/2021 16:09:11;2,00
26/02/2021 16:09:13;12,00
26/02/2021 16:09:15;8,00
26/02/2021 16:09:17;4,00
26/02/2021 16:09:19;5,00
26/02/2021 16:09:21;13,00
26/02/2021 16:09:23;3,00
26/02/2021 16:09:25;0,00
26/02/2021 16:09:27;5,00
26/02/2021 16:09:29;14,00
26/02/2021 16:09:31;7,00
26/02/2021 16:09:33;11,00
26/02/2021 16:09:35;8,00
26/02/2021 16:09:37;9,00
26/02/2021 16:09:39;8,00
26/02/2021 16:09:43;11,00
26/02/2021 16:09:45;12,00
26/02/2021 16:09:47;14,00
26/02/2021 16:09:49;12,00
26/02/2021 16:09:51;7,00
26/02/2021 16:09:53;6,00
26/02/2021 16:09:55;3,00
26/02/2021 16:09:57;5,00
26/02/2021 16:09:59;1,00
26/02/2021 16:10:01;14,00
26/02/2021 16:10:03;0,00
26/02/2021 16:10:05;1,00
26/02/2021 16:10:07;9,00
26/02/2021 16:10:09;2,00
26/02/2021 16:10:11;10,00
26/02/2021 16:10:13;4,00
26/02/2021 16:10:15;0,00
26/02/2021 16:10:17;5,00
26/02/2021 16:10:19;8,00
26/02/2021 16:10:21;3,00
26/02/2021 16:10:23;8,00
26/02/2021 16:10:25;3,00
26/02/2021 16:10:27;2,00
26/02/2021 16:10:29;13,00
26/02/2021 16:10:31;6,00
26/02/2021 16:10:33;11,00
26/02/2021 16:10:35;0,00
26/02/2021 16:10:37;11,00
26/02/2021 16:10:39;7,00
26/02/2021 16:10:41;1,00
26/02/2021 16:10:44;6,00
26/02/2021 16:10:48;1,00
26/02/2021 16:10:50;0,00
26/02/2021 16:10:52;13,00
26/02/2021 16:10:54;0,00
26/02/2021 16:10:56;11,00
26/02/2021 16:10:58;2,00
26/02/2021 16:11:00;6,00
26/02/2021 16:11:02;8,00
26/02/2021 16:11:04;6,00
26/02/2021 16:11:06;1,00
26/02/2021 16:11:08;4,00
26/02/2021 16:11:10;6,00
26/02/2021 16:11:12;11,00
26/02/2021 16:11:14;0,00
26/02/2021 16:11:16;4,00
26/02/2021 16:11:18;7,00
26/02/2021 16:11:20;6,00
26/02/2021 16:11:22;2,00
26/02/2021 16:11:24;12,00
26/02/2021 16:11:26;13,00
26/02/2021 16:11:28;12,00
26/02/2021 16:11:30;0,00
26/02/2021 16:11:32;2,00
26/02/2021 16:11:34;10,00
26/02/2021 16:11:36;7,00
26/02/2021 16:11:38;14,00
26/02/2021 16:11:40;10,00
26/02/2021 16:11:42;9,00
26/02/2021 16:11:44;8,00
26/02/2021 16:11:46;12,00
26/02/2021 16:11:48;7,00
26/02/2021 16:11:50;14,00
26/02/2021 16:11:52;2,00
26/02/2021 16:11:54;1,00
26/02/2021 16:11:56;11,00
26/02/2021 16:11:58;3,00
26/02/2021 16:12:00;9,00
26/02/2021 16:12:02;7,00
26/02/2021 16:12:04;5,00
26/02/2021 16:12:06;10,00
26/02/2021 16:12:08;5,00
26/02/2021 16:12:10;0,00
26/02/2021 16:12:12;12,00
26/02/2021 16:12:14;9,00
26/02/2021 16:12:16;12,00
26/02/2021 16:12:18;7,00
26/02/2021 16:12:20;4,00
26/02/2021 16:12:22;7,00
26/02/2021 16:12:24;8,00
26/02/2021 16:12:26;4,00
26/02/2021 16:12:28;3,00
26/02/2021 16:12:30;8,00
26/02/2021 16:12:34;3,00
26/02/2021 16:12:36;8,00
26/02/2021 16:12:38;3,00
26/02/2021 16:12:40;9,00
26/02/2021 16:12:42;8,00
26/02/2021 16:12:44;1,00
26/02/2021 16:12:46;2,00
26/02/2021 16:12:48;5,00
26/02/2021 16:12:50;6,00
26/02/2021 16:12:52;12,00
26/02/2021 16:12:54;11,00
26/02/2021 16:12:56;4,00
26/02/2021 16:12:58;14,00
26/02/2021 16:13:00;12,00
26/02/2021 16:13:04;7,00
26/02/2021 16:13:06;1,00
26/02/2021 16:13:08;9,00
26/02/2021 16:13:10;2,00
26/02/2021 16:13:12;11,00
26/02/2021 16:13:14;9,00
26/02/2021 16:13:16;14,00
26/02/2021 16:13:18;9,00
26/02/2021 16:13:21;5,00
26/02/2021 16:13:22;4,00
26/02/2021 16:13:25;10,00
26/02/2021 16:13:27;3,00
26/02/2021 16:13:29;12,00
26/02/2021 16:13:31;3,00
26/02/2021 16:13:33;4,00
26/02/2021 16:13:35;0,00
26/02/2021 16:13:37;4,00
26/02/2021 16:13:39;10,00
26/02/2021 16:13:41;13,00
26/02/2021 16:13:43;11,00
26/02/2021 16:13:45;9,00
26/02/2021 16:13:47;8,00
26/02/2021 16:13:49;10,00
26/02/2021 16:13:51;13,00
26/02/2021 16:13:53;3,00
26/02/2021 16:13:55;5,00
26/02/2021 16:13:57;1,00
26/02/2021 16:13:59;6,00
26/02/2021 16:14:01;8,00
26/02/2021 16:14:03;5,00
26/02/2021 16:14:05;2,00
26/02/2021 16:14:07;11,00
26/02/2021 16:14:09;3,00
26/02/2021 16:14:11;12,00
26/02/2021 16:14:13;0,00
26/02/2021 16:14:15;1,00
26/02/2021 16:14:17;2,00
26/02/2021 16:14:19;9,00
26/02/2021 16:14:21;10,00
26/02/2021 16:14:23;9,00
26/02/2021 16:14:25;2,00
26/02/2021 16:14:27;11,00
26/02/2021 16:14:31;9,00
26/02/2021 16:14:33;1,00
26/02/2021 16:14:35;3,00
26/02/2021 16:14:37;9,00
26/02/2021 16:14:39;12,00
26/02/2021 16:14:41;7,00
26/02/2021 16:14:43;14,00
