dd/MM/yyyy HH:mm:ss;CTC5C,16
26/02/2021 16:05:29;0,00
26/02/2021 16:05:31;4,00
26/02/2021 16:05:33;3,00
26/02/2021 16:05:35;14,00
26/02/2021 16:05:37;9,00
26/02/2021 16:05:39;5,00
26/02/2021 16:05:41;3,00
26/02/2021 16:05:43;8,00
26/02/2021 16:05:45;5,00
26/02/2021 16:05:47;2,00
26/02/2021 16:05:49;1,00
26/02/2021 16:05:53;2,00
26/02/2021 16:05:55;5,00
26/02/2021 16:05:59;10,00
26/02/2021 16:06:01;9,00
26/02/2021 16:06:04;2,00
26/02/2021 16:06:05;3,00
26/02/2021 16:06:10;11,00
26/02/2021 16:06:12;9,00
26/02/2021 16:06:14;14,00
26/02/2021 16:06:16;9,00
26/02/2021 16:06:18;10,00
26/02/2021 16:06:20;4,00
26/02/2021 16:06:22;14,00
26/02/2021 16:06:24;3,00
26/02/2021 16:06:26;6,00
26/02/2021 16:06:28;9,00
26/02/2021 16:06:30;8,00
26/02/2021 16:06:32;2,00
26/02/2021 16:06:34;1,00
26/02/2021 16:06:36;12,00
26/02/2021 16:06:38;11,00
26/02/2021 16:06:40;13,00
26/02/2021 16:06:42;10,00
26/02/2021 16:06:44;12,00
26/02/2021 16:06:48;6,00
26/02/2021 16:06:50;12,00
26/02/2021 16:06:52;9,00
26/02/2021 16:06:54;2,00
26/02/2021 16:06:56;7,00
26/02/2021 16:06:58;12,00
26/02/2021 16:07:00;0,00
26/02/2021 16:07:02;13,00
26/02/2021 16:07:04;6,00
26/02/2021 16:07:06;13,00
26/02/2021 16:07:08;12,00
26/02/2021 16:07:10;6,00
26/02/2021 16:07:12;12,00
26/02/2021 16:07:14;3,00
26/02/2021 16:07:16;5,00
26/02/2021 16:07:18;12,00
26/02/2021 16:07:20;10,00
26/02/2021 16:07:22;14,00
26/02/2021 16:07:24;6,00
26/02/2021 16:07:26;1,00
26/02/2021 16:07:28;10,00
26/02/2021 16:07:30;3,00
26/02/2021 16:07:32;6,00
26/02/2021 16:07:34;8,00
26/02/2021 16:07:36;6,00
26/02/2021 16:07:38;1,00
26/02/2021 16:07:40;8,00
26/02/2021 16:07:42;14,00
26/02/2021 16:07:44;10,00
26/02/2021 16:07:46;8,00
26/02/2021 16:07:48;2,00
26/02/2021 16:07:50;1,00
26/02/2021 16:07:52;5,00
26/02/2021 16:07:54;14,00
26/02/2021 16:07:56;3,00
26/02/2021 16:07:58;0,00
26/02/2021 16:08:00;5,00
26/02/2021 16:08:02;12,00
26/02/2021 16:08:04;8,00
26/02/2021 16:08:06;3,00
26/02/2021 16:08:08;2,00
26/02/2021 16:08:12;9,00
26/02/2021 16:08:14;1,00
26/02/2021 16:08:16;14,00
26/02/2021 16:08:18;6,00
26/02/2021 16:08:20;2,00
26/02/2021 16:08:22;4,00
26/02/2021 16:08:24;2,00
26/02/2021 16:08:26;5,00
26/02/2021 16:08:28;11,00
26/02/2021 16:08:30;12,00
26/02/2021 16:08:33;7,00
26/02/2021 16:08:34;8,00
26/02/2021 16:08:37;5,00
26/02/2021 16:08:39;1,00
26/02/2021 16:08:41;14,00
26/02/2021 16:08:43;9,00
26/02/2021 16:08:45;7,00
26/02/2021 16:08:47;5,00
26/02/2021 16:08:49;6,00
26/02/2021 16:08:51;10,00
26/02/2021 16:08:53;0,00
26/02/2021 16:08:55;6,00
26/02/2021 16:08:57;9,00
26/02/2021 16:08:59;0,00
26/02/2021 16:09:03;11,00
26/02/2021 16:09:05;0,00
26/02/2021 16:09:07;4,00
26/02/2021 16:09:09;12,00
26/02/2021 16:09:11;0,00
26/02/2021 16:09:13;11,00
26/02/2021 16:09:15;6,00
26/02/2021 16:09:17;4,00
26/02/2021 16:09:19;1,00
26/02/2021 16:09:21;14,00
26/02/2021 16:09:23;0,00
26/02/2021 16:09:25;6,00
26/02/2021 16:09:27;10,00
26/02/2021 16:09:29;12,00
26/02/2021 16:09:31;7,00
26/02/2021 16:09:33;13,00
26/02/2021 16:09:35;1,00
26/02/2021 16:09:37;2,00
26/02/2021 16:09:39;14,00
26/02/2021 16:09:41;0,00
26/02/2021 16:09:43;8,00
26/02/2021 16:09:45;2,00
26/02/2021 16:09:47;4,00
26/02/2021 16:09:49;11,00
26/02/2021 16:09:51;8,00
26/02/2021 16:09:53;0,00
26/02/2021 16:09:55;4,00
26/02/2021 16:09:57;9,00
26/02/2021 16:09:59;7,00
26/02/2021 16:10:01;12,00
26/02/2021 16:10:03;3,00
26/02/2021 16:10:07;2,00
26/02/2021 16:10:09;7,00
26/02/2021 16:10:11;14,00
26/02/2021 16:10:13;7,00
26/02/2021 16:10:15;8,00
26/02/2021 16:10:17;3,00
26/02/2021 16:10:19;9,00
26/02/2021 16:10:21;10,00
26/02/2021 16:10:23;6,00
26/02/2021 16:10:25;12,00
26/02/2021 16:10:27;9,00
26/02/2021 16:10:29;13,00
26/02/2021 16:10:31;12,00
26/02/2021 16:10:33;4,00
26/02/2021 16:10:35;14,00
26/02/2021 16:10:37;1,00
26/02/2021 16:10:41;2,00
26/02/2021 16:10:44;12,00
26/02/2021 16:10:46;4,00
26/02/2021 16:10:48;13,00
26/02/2021 16:10:50;1,00
26/02/2021 16:10:52;2,00
26/02/2021 16:10:54;11,00
26/02/2021 16:10:56;13,00
26/02/2021 16:10:58;9,00
26/02/2021 16:11:00;8,00
26/02/2021 16:11:02;4,00
26/02/2021 16:11:04;12,00
26/02/2021 16:11:06;5,00
26/02/2021 16:11:08;3,00
26/02/2021 16:11:10;13,00
26/02/2021 16:11:12;7,00
26/02/2021 16:11:14;13,00
26/02/2021 16:11:16;12,00
26/02/2021 16:11:18;11,00
26/02/2021 16:11:20;1,00
26/02/2021 16:11:22;2,00
26/02/2021 16:11:24;9,00
26/02/2021 16:11:26;4,00
26/02/2021 16:11:28;11,00
26/02/2021 16:11:30;5,00
26/02/2021 16:11:32;14,00
26/02/2021 16:11:34;9,00
26/02/2021 16:11:36;8,00
26/02/2021 16:11:38;10,00
26/02/2021 16:11:40;11,00
26/02/2021 16:11:42;13,00
26/02/2021 16:11:44;3,00
26/02/2021 16:11:48;12,00
26/02/2021 16:11:50;0,00
26/02/2021 16:11:52;7,00
26/02/2021 16:11:54;12,00
26/02/2021 16:11:56;4,00
26/02/2021 16:11:58;13,00
26/02/2021 16:12:00;6,00
26/02/2021 16:12:02;4,00
26/02/2021 16:12:04;2,00
26/02/2021 16:12:06;4,00
26/02/2021 16:12:08;3,00
26/02/2021 16:12:10;10,00
26/02/2021 16:12:12;7,00
26/02/2021 16:12:14;9,00
26/02/2021 16:12:16;1,00
26/02/2021 16:12:18;0,00
26/02/2021 16:12:20;5,00
26/02/2021 16:12:22;0,00
26/02/2021 16:12:24;11,00
26/02/2021 16:12:26;10,00
26/02/2021 16:12:28;5,00
26/02/2021 16:12:30;10,00
26/02/2021 16:12:32;11,00
26/02/2021 16:12:34;1,00
26/02/2021 16:12:36;14,00
26/02/2021 16:12:38;0,00
26/02/2021 16:12:42;6,00
26/02/2021 16:12:44;1,00
26/02/2021 16:12:46;7,00
26/02/2021 16:12:48;5,00
26/02/2021 16:12:50;13,00
26/02/2021 16:12:52;1,00
26/02/2021 16:12:54;11,00
26/02/2021 16:12:56;1,00
26/02/2021 16:13:00;11,00
26/02/2021 16:13:02;9,00
26/02/2021 16:13:04;1,00
26/02/2021 16:13:06;5,00
26/02/2021 16:13:08;10,00
26/02/2021 16:13:10;7,00
26/02/2021 16:13:12;5,00
26/02/2021 16:13:14;6,00
26/02/2021 16:13:16;3,00
26/02/2021 16:13:18;5,00
26/02/2021 16:13:21;2,00
26/02/2021 16:13:22;8,00
26/02/2021 16:13:25;13,00
26/02/2021 16:13:27;11,00
26/02/2021 16:13:31;1,00
26/02/2021 16:13:33;5,00
26/02/2021 16:13:35;4,00
26/02/2021 16:13:37;14,00
26/02/2021 16:13:39;2,00
26/02/2021 16:13:41;14,00
26/02/2021 16:13:43;4,00
26/02/2021 16:13:45;8,00
26/02/2021 16:13:47;13,00
26/02/2021 16:13:49;2,00
26/02/2021 16:13:51;1,00
26/02/2021 16:13:53;7,00
26/02/2021 16:13:55;10,00
26/02/2021 16:13:57;2,00
26/02/2021 16:13:59;4,00
26/02/2021 16:14:03;14,00
26/02/2021 16:14:05;3,00
26/02/2021 16:14:07;7,00
26/02/2021 16:14:09;14,00
26/02/2021 16:14:13;12,00
26/02/2021 16:14:15;5,00
26/02/2021 16:14:17;2,00
26/02/2021 16:14:19;10,00
26/02/2021 16:14:21;2,00
26/02/2021 16:14:23;7,00
26/02/2021 16:14:27;6,00
26/02/2021 16:14:29;14,00
26/02/2021 16:14:31;1,00
26/02/2021 16:14:33;8,00
26/02/2021 16:14:35;0,00
26/02/2021 16:14:37;8,00
26/02/2021 16:14:39;6,00
26/02/2021 16:14:41;11,00
26/02/2021 16:14:43;9,00
