dd/MM/yyyy HH:mm:ss;CHC5,16
26/02/2021 16:13:45;46,00
26/02/2021 16:13:53;49,00
26/02/2021 16:13:57;45,00
26/02/2021 16:13:59;59,00
26/02/2021 16:14:05;44,00
26/02/2021 16:14:15;58,00
26/02/2021 16:14:17;54,00
26/02/2021 16:14:19;84,00
26/02/2021 16:14:21;52,00
26/02/2021 16:14:23;59,00
26/02/2021 16:14:25;77,00
26/02/2021 16:14:27;56,00
26/02/2021 16:14:29;55,00
26/02/2021 16:14:31;62,00
26/02/2021 16:14:35;54,00
26/02/2021 16:14:39;73,00
26/02/2021 16:14:43;68,00
