dd/MM/yyyy HH:mm:ss;CTC2H,16
26/02/2021 16:04:35;3,00
26/02/2021 16:04:39;4,00
26/02/2021 16:04:41;5,00
26/02/2021 16:04:43;12,00
26/02/2021 16:04:45;5,00
26/02/2021 16:04:47;14,00
26/02/2021 16:04:49;1,00
26/02/2021 16:04:51;8,00
26/02/2021 16:04:53;13,00
26/02/2021 16:04:55;9,00
26/02/2021 16:04:57;14,00
26/02/2021 16:04:59;5,00
26/02/2021 16:05:01;9,00
26/02/2021 16:05:03;12,00
26/02/2021 16:05:05;9,00
26/02/2021 16:05:07;8,00
26/02/2021 16:05:09;1,00
26/02/2021 16:05:11;10,00
26/02/2021 16:05:13;7,00
26/02/2021 16:05:15;12,00
26/02/2021 16:05:19;5,00
26/02/2021 16:05:21;11,00
26/02/2021 16:05:23;2,00
26/02/2021 16:05:25;6,00
26/02/2021 16:05:27;12,00
26/02/2021 16:05:29;3,00
26/02/2021 16:05:31;7,00
26/02/2021 16:05:35;0,00
26/02/2021 16:05:37;4,00
26/02/2021 16:05:39;6,00
26/02/2021 16:05:41;14,00
26/02/2021 16:05:43;2,00
26/02/2021 16:05:45;11,00
26/02/2021 16:05:47;5,00
26/02/2021 16:05:49;12,00
26/02/2021 16:05:51;8,00
26/02/2021 16:05:53;6,00
26/02/2021 16:05:55;1,00
26/02/2021 16:05:57;9,00
26/02/2021 16:05:59;5,00
26/02/2021 16:06:01;4,00
26/02/2021 16:06:04;8,00
26/02/2021 16:06:05;5,00
26/02/2021 16:06:08;8,00
26/02/2021 16:06:10;4,00
26/02/2021 16:06:12;9,00
26/02/2021 16:06:14;3,00
26/02/2021 16:06:16;4,00
26/02/2021 16:06:18;2,00
26/02/2021 16:06:20;12,00
26/02/2021 16:06:24;10,00
26/02/2021 16:06:26;9,00
26/02/2021 16:06:28;2,00
26/02/2021 16:06:30;14,00
26/02/2021 16:06:32;6,00
26/02/2021 16:06:34;11,00
26/02/2021 16:06:36;8,00
26/02/2021 16:06:40;4,00
26/02/2021 16:06:42;7,00
26/02/2021 16:06:44;13,00
26/02/2021 16:06:46;0,00
26/02/2021 16:06:48;2,00
26/02/2021 16:06:50;0,00
26/02/2021 16:06:52;11,00
26/02/2021 16:06:54;2,00
26/02/2021 16:06:56;10,00
26/02/2021 16:06:58;14,00
26/02/2021 16:07:00;9,00
26/02/2021 16:07:02;0,00
26/02/2021 16:07:06;1,00
26/02/2021 16:07:08;12,00
26/02/2021 16:07:10;4,00
26/02/2021 16:07:14;1,00
26/02/2021 16:07:16;11,00
26/02/2021 16:07:18;2,00
26/02/2021 16:07:20;4,00
26/02/2021 16:07:22;9,00
26/02/2021 16:07:24;10,00
26/02/2021 16:07:26;4,00
26/02/2021 16:07:28;14,00
26/02/2021 16:07:30;1,00
26/02/2021 16:07:32;11,00
26/02/2021 16:07:34;7,00
26/02/2021 16:07:36;10,00
26/02/2021 16:07:38;12,00
26/02/2021 16:07:40;8,00
26/02/2021 16:07:44;9,00
26/02/2021 16:07:46;1,00
26/02/2021 16:07:48;13,00
26/02/2021 16:07:50;0,00
26/02/2021 16:07:52;3,00
26/02/2021 16:07:54;0,00
26/02/2021 16:07:56;13,00
26/02/2021 16:07:58;10,00
26/02/2021 16:08:00;5,00
26/02/2021 16:08:02;4,00
26/02/2021 16:08:04;8,00
26/02/2021 16:08:06;3,00
26/02/2021 16:08:08;4,00
26/02/2021 16:08:10;13,00
26/02/2021 16:08:12;10,00
26/02/2021 16:08:14;7,00
26/02/2021 16:08:16;1,00
26/02/2021 16:08:18;4,00
26/02/2021 16:08:20;5,00
26/02/2021 16:08:24;14,00
26/02/2021 16:08:26;5,00
26/02/2021 16:08:28;0,00
26/02/2021 16:08:30;11,00
26/02/2021 16:08:33;14,00
26/02/2021 16:08:34;0,00
26/02/2021 16:08:37;10,00
26/02/2021 16:08:39;2,00
26/02/2021 16:08:41;7,00
26/02/2021 16:08:43;5,00
26/02/2021 16:08:45;6,00
26/02/2021 16:08:49;1,00
26/02/2021 16:08:51;5,00
26/02/2021 16:08:53;14,00
26/02/2021 16:08:55;5,00
26/02/2021 16:08:57;3,00
26/02/2021 16:08:59;2,00
26/02/2021 16:09:01;6,00
26/02/2021 16:09:03;12,00
26/02/2021 16:09:07;6,00
26/02/2021 16:09:09;8,00
26/02/2021 16:09:11;4,00
26/02/2021 16:09:13;13,00
26/02/2021 16:09:15;5,00
26/02/2021 16:09:17;8,00
26/02/2021 16:09:19;14,00
26/02/2021 16:09:21;7,00
26/02/2021 16:09:23;8,00
26/02/2021 16:09:25;5,00
26/02/2021 16:09:27;2,00
26/02/2021 16:09:29;11,00
26/02/2021 16:09:31;3,00
26/02/2021 16:09:33;2,00
26/02/2021 16:09:35;3,00
26/02/2021 16:09:37;7,00
26/02/2021 16:09:39;3,00
26/02/2021 16:09:41;11,00
26/02/2021 16:09:43;9,00
26/02/2021 16:09:45;14,00
26/02/2021 16:09:47;5,00
26/02/2021 16:09:51;1,00
26/02/2021 16:09:53;2,00
26/02/2021 16:09:55;1,00
26/02/2021 16:09:57;6,00
26/02/2021 16:09:59;13,00
26/02/2021 16:10:01;12,00
26/02/2021 16:10:03;10,00
26/02/2021 16:10:05;13,00
26/02/2021 16:10:09;12,00
26/02/2021 16:10:13;1,00
26/02/2021 16:10:15;14,00
26/02/2021 16:10:17;0,00
26/02/2021 16:10:19;1,00
26/02/2021 16:10:21;8,00
26/02/2021 16:10:23;12,00
26/02/2021 16:10:25;13,00
26/02/2021 16:10:27;7,00
26/02/2021 16:10:29;13,00
26/02/2021 16:10:31;9,00
26/02/2021 16:10:33;2,00
26/02/2021 16:10:35;1,00
26/02/2021 16:10:37;11,00
26/02/2021 16:10:39;0,00
26/02/2021 16:10:41;7,00
26/02/2021 16:10:44;11,00
26/02/2021 16:10:46;4,00
26/02/2021 16:10:48;0,00
26/02/2021 16:10:52;10,00
26/02/2021 16:10:54;1,00
26/02/2021 16:10:56;0,00
26/02/2021 16:10:58;13,00
26/02/2021 16:11:00;1,00
26/02/2021 16:11:02;9,00
26/02/2021 16:11:04;7,00
26/02/2021 16:11:06;12,00
26/02/2021 16:11:08;10,00
26/02/2021 16:11:10;8,00
26/02/2021 16:11:12;14,00
26/02/2021 16:11:14;3,00
26/02/2021 16:11:16;2,00
26/02/2021 16:11:18;7,00
26/02/2021 16:11:20;4,00
26/02/2021 16:11:22;10,00
26/02/2021 16:11:26;11,00
26/02/2021 16:11:28;14,00
26/02/2021 16:11:30;12,00
26/02/2021 16:11:32;4,00
26/02/2021 16:11:34;6,00
26/02/2021 16:11:36;9,00
26/02/2021 16:11:38;7,00
26/02/2021 16:11:40;8,00
26/02/2021 16:11:42;3,00
26/02/2021 16:11:44;1,00
26/02/2021 16:11:46;0,00
26/02/2021 16:11:48;3,00
26/02/2021 16:11:50;13,00
26/02/2021 16:11:52;5,00
26/02/2021 16:11:54;4,00
26/02/2021 16:11:56;7,00
26/02/2021 16:11:58;4,00
26/02/2021 16:12:00;12,00
26/02/2021 16:12:02;9,00
26/02/2021 16:12:04;12,00
26/02/2021 16:12:06;2,00
26/02/2021 16:12:08;8,00
26/02/2021 16:12:10;0,00
26/02/2021 16:12:12;2,00
26/02/2021 16:12:14;12,00
26/02/2021 16:12:16;10,00
26/02/2021 16:12:18;11,00
26/02/2021 16:12:20;13,00
26/02/2021 16:12:22;4,00
26/02/2021 16:12:24;9,00
26/02/2021 16:12:26;13,00
26/02/2021 16:12:28;6,00
26/02/2021 16:12:30;10,00
26/02/2021 16:12:32;14,00
26/02/2021 16:12:34;10,00
26/02/2021 16:12:36;13,00
26/02/2021 16:12:40;14,00
26/02/2021 16:12:42;13,00
26/02/2021 16:12:44;1,00
26/02/2021 16:12:46;7,00
26/02/2021 16:12:48;6,00
26/02/2021 16:12:50;3,00
26/02/2021 16:12:52;9,00
26/02/2021 16:12:54;12,00
26/02/2021 16:12:56;10,00
26/02/2021 16:12:58;13,00
26/02/2021 16:13:00;11,00
26/02/2021 16:13:02;3,00
26/02/2021 16:13:04;11,00
26/02/2021 16:13:06;5,00
26/02/2021 16:13:08;9,00
26/02/2021 16:13:10;10,00
26/02/2021 16:13:12;4,00
26/02/2021 16:13:16;13,00
26/02/2021 16:13:18;11,00
26/02/2021 16:13:21;14,00
26/02/2021 16:13:22;5,00
26/02/2021 16:13:25;4,00
26/02/2021 16:13:27;11,00
26/02/2021 16:13:31;5,00
26/02/2021 16:13:33;2,00
26/02/2021 16:13:35;13,00
26/02/2021 16:13:37;10,00
26/02/2021 16:13:39;3,00
26/02/2021 16:13:41;0,00
26/02/2021 16:13:43;2,00
26/02/2021 16:13:45;8,00
26/02/2021 16:13:47;0,00
26/02/2021 16:13:49;14,00
26/02/2021 16:13:51;13,00
26/02/2021 16:13:53;14,00
26/02/2021 16:13:55;12,00
26/02/2021 16:13:57;4,00
26/02/2021 16:13:59;11,00
26/02/2021 16:14:01;13,00
26/02/2021 16:14:03;12,00
26/02/2021 16:14:05;0,00
26/02/2021 16:14:07;1,00
26/02/2021 16:14:09;7,00
26/02/2021 16:14:11;3,00
26/02/2021 16:14:13;7,00
26/02/2021 16:14:15;5,00
26/02/2021 16:14:17;3,00
26/02/2021 16:14:19;4,00
26/02/2021 16:14:21;12,00
26/02/2021 16:14:25;1,00
26/02/2021 16:14:27;7,00
26/02/2021 16:14:31;2,00
26/02/2021 16:14:33;3,00
26/02/2021 16:14:35;4,00
26/02/2021 16:14:37;5,00
26/02/2021 16:14:39;10,00
26/02/2021 16:14:41;12,00
26/02/2021 16:14:43;0,00
