dd/MM/yyyy HH:mm:ss;CTC4A,16
26/02/2021 16:04:25;10,00
26/02/2021 16:04:27;8,00
26/02/2021 16:04:31;5,00
26/02/2021 16:04:33;3,00
26/02/2021 16:04:35;12,00
26/02/2021 16:04:37;14,00
26/02/2021 16:04:39;4,00
26/02/2021 16:04:41;2,00
26/02/2021 16:04:43;9,00
26/02/2021 16:04:45;14,00
26/02/2021 16:04:47;6,00
26/02/2021 16:04:49;12,00
26/02/2021 16:04:51;0,00
26/02/2021 16:04:53;11,00
26/02/2021 16:04:55;2,00
26/02/2021 16:04:57;14,00
26/02/2021 16:04:59;6,00
26/02/2021 16:05:03;0,00
26/02/2021 16:05:05;6,00
26/02/2021 16:05:07;11,00
26/02/2021 16:05:11;14,00
26/02/2021 16:05:13;9,00
26/02/2021 16:05:15;13,00
26/02/2021 16:05:17;7,00
26/02/2021 16:05:19;2,00
26/02/2021 16:05:21;13,00
26/02/2021 16:05:23;12,00
26/02/2021 16:05:25;10,00
26/02/2021 16:05:27;14,00
26/02/2021 16:05:29;9,00
26/02/2021 16:05:31;6,00
26/02/2021 16:05:33;1,00
26/02/2021 16:05:35;12,00
26/02/2021 16:05:37;8,00
26/02/2021 16:05:39;3,00
26/02/2021 16:05:43;13,00
26/02/2021 16:05:45;7,00
26/02/2021 16:05:47;2,00
26/02/2021 16:05:49;5,00
26/02/2021 16:05:51;12,00
26/02/2021 16:05:53;5,00
26/02/2021 16:05:55;4,00
26/02/2021 16:05:57;7,00
26/02/2021 16:05:59;13,00
26/02/2021 16:06:01;14,00
26/02/2021 16:06:04;9,00
26/02/2021 16:06:05;12,00
26/02/2021 16:06:08;13,00
26/02/2021 16:06:10;2,00
26/02/2021 16:06:14;9,00
26/02/2021 16:06:16;14,00
26/02/2021 16:06:18;13,00
26/02/2021 16:06:20;0,00
26/02/2021 16:06:22;8,00
26/02/2021 16:06:24;12,00
26/02/2021 16:06:28;11,00
26/02/2021 16:06:30;8,00
26/02/2021 16:06:34;0,00
26/02/2021 16:06:36;11,00
26/02/2021 16:06:38;8,00
26/02/2021 16:06:40;6,00
26/02/2021 16:06:42;0,00
26/02/2021 16:06:44;5,00
26/02/2021 16:06:46;2,00
26/02/2021 16:06:48;12,00
26/02/2021 16:06:50;2,00
26/02/2021 16:06:52;13,00
26/02/2021 16:06:56;9,00
26/02/2021 16:06:58;14,00
26/02/2021 16:07:00;4,00
26/02/2021 16:07:02;3,00
26/02/2021 16:07:06;0,00
26/02/2021 16:07:08;3,00
26/02/2021 16:07:10;1,00
26/02/2021 16:07:12;13,00
26/02/2021 16:07:14;12,00
26/02/2021 16:07:16;10,00
26/02/2021 16:07:18;3,00
26/02/2021 16:07:20;13,00
26/02/2021 16:07:22;2,00
26/02/2021 16:07:24;1,00
26/02/2021 16:07:26;11,00
26/02/2021 16:07:28;3,00
26/02/2021 16:07:30;1,00
26/02/2021 16:07:34;5,00
26/02/2021 16:07:36;0,00
26/02/2021 16:07:38;13,00
26/02/2021 16:07:40;9,00
26/02/2021 16:07:42;12,00
26/02/2021 16:07:44;6,00
26/02/2021 16:07:46;7,00
26/02/2021 16:07:48;10,00
26/02/2021 16:07:50;0,00
26/02/2021 16:07:54;11,00
26/02/2021 16:07:56;7,00
26/02/2021 16:07:58;11,00
26/02/2021 16:08:00;0,00
26/02/2021 16:08:02;13,00
26/02/2021 16:08:04;1,00
26/02/2021 16:08:06;10,00
26/02/2021 16:08:08;6,00
26/02/2021 16:08:10;14,00
26/02/2021 16:08:12;0,00
26/02/2021 16:08:14;9,00
26/02/2021 16:08:16;13,00
26/02/2021 16:08:18;5,00
26/02/2021 16:08:20;8,00
26/02/2021 16:08:22;2,00
26/02/2021 16:08:24;0,00
26/02/2021 16:08:26;11,00
26/02/2021 16:08:28;1,00
26/02/2021 16:08:30;2,00
26/02/2021 16:08:33;10,00
26/02/2021 16:08:34;2,00
26/02/2021 16:08:37;4,00
26/02/2021 16:08:39;7,00
26/02/2021 16:08:41;4,00
26/02/2021 16:08:43;1,00
26/02/2021 16:08:45;10,00
26/02/2021 16:08:47;12,00
26/02/2021 16:08:49;14,00
26/02/2021 16:08:51;8,00
26/02/2021 16:08:53;4,00
26/02/2021 16:08:55;13,00
26/02/2021 16:08:57;0,00
26/02/2021 16:08:59;12,00
26/02/2021 16:09:01;5,00
26/02/2021 16:09:03;11,00
26/02/2021 16:09:05;10,00
26/02/2021 16:09:07;3,00
26/02/2021 16:09:09;0,00
26/02/2021 16:09:11;5,00
26/02/2021 16:09:13;0,00
26/02/2021 16:09:15;12,00
26/02/2021 16:09:17;7,00
26/02/2021 16:09:19;4,00
26/02/2021 16:09:25;8,00
26/02/2021 16:09:27;7,00
26/02/2021 16:09:29;8,00
26/02/2021 16:09:31;10,00
26/02/2021 16:09:33;1,00
26/02/2021 16:09:35;2,00
26/02/2021 16:09:37;6,00
26/02/2021 16:09:39;11,00
26/02/2021 16:09:41;1,00
26/02/2021 16:09:43;3,00
26/02/2021 16:09:45;8,00
26/02/2021 16:09:47;1,00
26/02/2021 16:09:49;8,00
26/02/2021 16:09:51;6,00
26/02/2021 16:09:53;12,00
26/02/2021 16:09:55;4,00
26/02/2021 16:09:57;12,00
26/02/2021 16:09:59;9,00
26/02/2021 16:10:01;5,00
26/02/2021 16:10:03;4,00
26/02/2021 16:10:05;7,00
26/02/2021 16:10:07;6,00
26/02/2021 16:10:09;7,00
26/02/2021 16:10:11;5,00
26/02/2021 16:10:13;9,00
26/02/2021 16:10:15;7,00
26/02/2021 16:10:17;13,00
26/02/2021 16:10:19;3,00
26/02/2021 16:10:21;14,00
26/02/2021 16:10:23;13,00
26/02/2021 16:10:25;6,00
26/02/2021 16:10:27;10,00
26/02/2021 16:10:29;13,00
26/02/2021 16:10:31;8,00
26/02/2021 16:10:33;2,00
26/02/2021 16:10:35;1,00
26/02/2021 16:10:37;14,00
26/02/2021 16:10:39;3,00
26/02/2021 16:10:41;11,00
26/02/2021 16:10:46;3,00
26/02/2021 16:10:48;13,00
26/02/2021 16:10:50;3,00
26/02/2021 16:10:52;1,00
26/02/2021 16:10:54;3,00
26/02/2021 16:10:56;1,00
26/02/2021 16:10:58;3,00
26/02/2021 16:11:00;14,00
26/02/2021 16:11:02;3,00
26/02/2021 16:11:04;4,00
26/02/2021 16:11:06;2,00
26/02/2021 16:11:08;3,00
26/02/2021 16:11:10;14,00
26/02/2021 16:11:12;7,00
26/02/2021 16:11:14;9,00
26/02/2021 16:11:16;11,00
26/02/2021 16:11:18;3,00
26/02/2021 16:11:20;0,00
26/02/2021 16:11:22;8,00
26/02/2021 16:11:24;0,00
26/02/2021 16:11:26;4,00
26/02/2021 16:11:28;12,00
26/02/2021 16:11:30;1,00
26/02/2021 16:11:34;12,00
26/02/2021 16:11:36;10,00
26/02/2021 16:11:38;5,00
26/02/2021 16:11:40;12,00
26/02/2021 16:11:42;10,00
26/02/2021 16:11:44;7,00
26/02/2021 16:11:46;14,00
26/02/2021 16:11:48;6,00
26/02/2021 16:11:50;3,00
26/02/2021 16:11:52;6,00
26/02/2021 16:11:54;12,00
26/02/2021 16:11:56;4,00
26/02/2021 16:11:58;8,00
26/02/2021 16:12:00;13,00
26/02/2021 16:12:02;4,00
26/02/2021 16:12:04;5,00
26/02/2021 16:12:08;1,00
26/02/2021 16:12:10;3,00
26/02/2021 16:12:12;6,00
26/02/2021 16:12:14;0,00
26/02/2021 16:12:16;4,00
26/02/2021 16:12:18;10,00
26/02/2021 16:12:20;6,00
26/02/2021 16:12:22;13,00
26/02/2021 16:12:24;0,00
26/02/2021 16:12:26;10,00
26/02/2021 16:12:28;7,00
26/02/2021 16:12:34;1,00
26/02/2021 16:12:36;12,00
26/02/2021 16:12:38;4,00
26/02/2021 16:12:40;13,00
26/02/2021 16:12:42;2,00
26/02/2021 16:12:44;8,00
26/02/2021 16:12:46;11,00
26/02/2021 16:12:48;3,00
26/02/2021 16:12:50;13,00
26/02/2021 16:12:54;1,00
26/02/2021 16:12:56;6,00
26/02/2021 16:12:58;5,00
26/02/2021 16:13:00;3,00
26/02/2021 16:13:02;5,00
26/02/2021 16:13:04;4,00
26/02/2021 16:13:08;10,00
26/02/2021 16:13:10;14,00
26/02/2021 16:13:12;8,00
26/02/2021 16:13:16;12,00
26/02/2021 16:13:18;0,00
26/02/2021 16:13:21;6,00
26/02/2021 16:13:22;7,00
26/02/2021 16:13:25;1,00
26/02/2021 16:13:27;0,00
26/02/2021 16:13:31;6,00
26/02/2021 16:13:33;1,00
26/02/2021 16:13:37;13,00
26/02/2021 16:13:39;1,00
26/02/2021 16:13:41;10,00
26/02/2021 16:13:43;12,00
26/02/2021 16:13:45;8,00
26/02/2021 16:13:47;14,00
26/02/2021 16:13:49;13,00
26/02/2021 16:13:51;3,00
26/02/2021 16:13:53;11,00
26/02/2021 16:13:55;13,00
26/02/2021 16:13:57;0,00
26/02/2021 16:13:59;3,00
26/02/2021 16:14:01;12,00
26/02/2021 16:14:03;14,00
26/02/2021 16:14:05;4,00
26/02/2021 16:14:07;6,00
26/02/2021 16:14:09;7,00
26/02/2021 16:14:13;11,00
26/02/2021 16:14:15;9,00
26/02/2021 16:14:17;13,00
26/02/2021 16:14:19;10,00
26/02/2021 16:14:21;11,00
26/02/2021 16:14:23;3,00
26/02/2021 16:14:25;8,00
26/02/2021 16:14:27;10,00
26/02/2021 16:14:29;2,00
26/02/2021 16:14:33;0,00
26/02/2021 16:14:35;4,00
26/02/2021 16:14:39;14,00
26/02/2021 16:14:41;2,00
26/02/2021 16:14:43;7,00
