dd/MM/yyyy HH:mm:ss;CTC5H,16
26/02/2021 16:07:30;6,00
26/02/2021 16:07:32;11,00
26/02/2021 16:07:36;0,00
26/02/2021 16:07:38;2,00
26/02/2021 16:07:42;13,00
26/02/2021 16:07:44;2,00
26/02/2021 16:07:46;14,00
26/02/2021 16:07:48;8,00
26/02/2021 16:07:50;3,00
26/02/2021 16:07:52;1,00
26/02/2021 16:07:54;12,00
26/02/2021 16:07:58;0,00
26/02/2021 16:08:00;1,00
26/02/2021 16:08:04;10,00
26/02/2021 16:08:06;7,00
26/02/2021 16:08:08;13,00
26/02/2021 16:08:10;0,00
26/02/2021 16:08:12;4,00
26/02/2021 16:08:14;11,00
26/02/2021 16:08:16;4,00
26/02/2021 16:08:18;6,00
26/02/2021 16:08:22;1,00
26/02/2021 16:08:24;5,00
26/02/2021 16:08:26;1,00
26/02/2021 16:08:30;2,00
26/02/2021 16:08:33;5,00
26/02/2021 16:08:34;0,00
26/02/2021 16:08:37;6,00
26/02/2021 16:08:39;11,00
26/02/2021 16:08:41;0,00
26/02/2021 16:08:43;9,00
26/02/2021 16:08:45;10,00
26/02/2021 16:08:47;4,00
26/02/2021 16:08:49;8,00
26/02/2021 16:08:53;5,00
26/02/2021 16:08:55;7,00
26/02/2021 16:08:57;6,00
26/02/2021 16:08:59;8,00
26/02/2021 16:09:01;14,00
26/02/2021 16:09:03;8,00
26/02/2021 16:09:05;6,00
26/02/2021 16:09:07;8,00
26/02/2021 16:09:09;10,00
26/02/2021 16:09:11;11,00
26/02/2021 16:09:13;12,00
26/02/2021 16:09:15;7,00
26/02/2021 16:09:17;4,00
26/02/2021 16:09:19;11,00
26/02/2021 16:09:21;2,00
26/02/2021 16:09:23;8,00
26/02/2021 16:09:25;7,00
26/02/2021 16:09:27;0,00
26/02/2021 16:09:29;12,00
26/02/2021 16:09:31;5,00
26/02/2021 16:09:33;2,00
26/02/2021 16:09:35;6,00
26/02/2021 16:09:37;13,00
26/02/2021 16:09:39;8,00
26/02/2021 16:09:41;7,00
26/02/2021 16:09:43;5,00
26/02/2021 16:09:45;9,00
26/02/2021 16:09:49;12,00
26/02/2021 16:09:51;6,00
26/02/2021 16:09:53;3,00
26/02/2021 16:09:55;4,00
26/02/2021 16:09:57;1,00
26/02/2021 16:09:59;6,00
26/02/2021 16:10:01;12,00
26/02/2021 16:10:05;9,00
26/02/2021 16:10:07;13,00
26/02/2021 16:10:11;11,00
26/02/2021 16:10:13;2,00
26/02/2021 16:10:15;13,00
26/02/2021 16:10:17;10,00
26/02/2021 16:10:19;7,00
26/02/2021 16:10:21;2,00
26/02/2021 16:10:23;12,00
26/02/2021 16:10:25;14,00
26/02/2021 16:10:27;6,00
26/02/2021 16:10:29;12,00
26/02/2021 16:10:31;1,00
26/02/2021 16:10:33;3,00
26/02/2021 16:10:35;6,00
26/02/2021 16:10:37;8,00
26/02/2021 16:10:39;0,00
26/02/2021 16:10:41;7,00
26/02/2021 16:10:44;2,00
26/02/2021 16:10:46;7,00
26/02/2021 16:10:48;11,00
26/02/2021 16:10:50;9,00
26/02/2021 16:10:52;0,00
26/02/2021 16:10:54;9,00
26/02/2021 16:10:56;6,00
26/02/2021 16:10:58;13,00
26/02/2021 16:11:02;8,00
26/02/2021 16:11:04;3,00
26/02/2021 16:11:06;7,00
26/02/2021 16:11:08;12,00
26/02/2021 16:11:10;3,00
26/02/2021 16:11:12;1,00
26/02/2021 16:11:14;4,00
26/02/2021 16:11:16;10,00
26/02/2021 16:11:18;14,00
26/02/2021 16:11:20;0,00
26/02/2021 16:11:22;11,00
26/02/2021 16:11:24;1,00
26/02/2021 16:11:26;5,00
26/02/2021 16:11:28;9,00
26/02/2021 16:11:30;2,00
26/02/2021 16:11:32;0,00
26/02/2021 16:11:34;8,00
26/02/2021 16:11:36;4,00
26/02/2021 16:11:38;10,00
26/02/2021 16:11:40;4,00
26/02/2021 16:11:42;5,00
26/02/2021 16:11:44;8,00
26/02/2021 16:11:46;1,00
26/02/2021 16:11:48;8,00
26/02/2021 16:11:50;4,00
26/02/2021 16:11:52;12,00
26/02/2021 16:11:56;13,00
26/02/2021 16:11:58;12,00
26/02/2021 16:12:00;10,00
26/02/2021 16:12:02;11,00
26/02/2021 16:12:04;7,00
26/02/2021 16:12:06;11,00
26/02/2021 16:12:08;2,00
26/02/2021 16:12:10;5,00
26/02/2021 16:12:12;6,00
26/02/2021 16:12:14;0,00
26/02/2021 16:12:16;10,00
26/02/2021 16:12:18;8,00
26/02/2021 16:12:20;9,00
26/02/2021 16:12:22;4,00
26/02/2021 16:12:24;14,00
26/02/2021 16:12:26;6,00
26/02/2021 16:12:28;8,00
26/02/2021 16:12:30;7,00
26/02/2021 16:12:32;11,00
26/02/2021 16:12:34;12,00
26/02/2021 16:12:36;8,00
26/02/2021 16:12:38;13,00
26/02/2021 16:12:40;7,00
26/02/2021 16:12:42;12,00
26/02/2021 16:12:44;13,00
26/02/2021 16:12:46;0,00
26/02/2021 16:12:48;2,00
26/02/2021 16:12:50;7,00
26/02/2021 16:12:52;13,00
26/02/2021 16:12:56;9,00
26/02/2021 16:12:58;13,00
26/02/2021 16:13:00;1,00
26/02/2021 16:13:02;2,00
26/02/2021 16:13:04;13,00
26/02/2021 16:13:06;7,00
26/02/2021 16:13:08;9,00
26/02/2021 16:13:10;14,00
26/02/2021 16:13:12;1,00
26/02/2021 16:13:14;13,00
26/02/2021 16:13:16;3,00
26/02/2021 16:13:18;8,00
26/02/2021 16:13:21;12,00
26/02/2021 16:13:22;7,00
26/02/2021 16:13:25;10,00
26/02/2021 16:13:27;2,00
26/02/2021 16:13:29;1,00
26/02/2021 16:13:31;13,00
26/02/2021 16:13:33;7,00
26/02/2021 16:13:35;14,00
26/02/2021 16:13:37;1,00
26/02/2021 16:13:39;0,00
26/02/2021 16:13:41;12,00
26/02/2021 16:13:43;3,00
26/02/2021 16:13:45;10,00
26/02/2021 16:13:47;12,00
26/02/2021 16:13:49;9,00
26/02/2021 16:13:51;11,00
26/02/2021 16:13:53;12,00
26/02/2021 16:13:55;5,00
26/02/2021 16:13:57;9,00
26/02/2021 16:13:59;14,00
26/02/2021 16:14:01;8,00
26/02/2021 16:14:03;12,00
26/02/2021 16:14:05;9,00
26/02/2021 16:14:07;2,00
26/02/2021 16:14:09;8,00
26/02/2021 16:14:11;11,00
26/02/2021 16:14:13;0,00
26/02/2021 16:14:15;8,00
26/02/2021 16:14:17;5,00
26/02/2021 16:14:19;13,00
26/02/2021 16:14:21;8,00
26/02/2021 16:14:23;1,00
26/02/2021 16:14:27;13,00
26/02/2021 16:14:29;0,00
26/02/2021 16:14:31;12,00
26/02/2021 16:14:33;6,00
26/02/2021 16:14:35;9,00
26/02/2021 16:14:37;12,00
26/02/2021 16:14:39;3,00
26/02/2021 16:14:41;8,00
26/02/2021 16:14:43;0,00
