dd/MM/yyyy HH:mm:ss;CHC22,16
26/02/2021 16:05:39;62,00
26/02/2021 16:05:43;61,00
26/02/2021 16:05:47;70,00
26/02/2021 16:05:53;78,00
26/02/2021 16:05:55;42,00
26/02/2021 16:05:57;75,00
26/02/2021 16:06:04;74,00
26/02/2021 16:06:05;58,00
26/02/2021 16:06:08;57,00
26/02/2021 16:06:12;51,00
26/02/2021 16:06:16;61,00
26/02/2021 16:06:18;48,00
26/02/2021 16:06:20;43,00
26/02/2021 16:06:22;49,00
26/02/2021 16:06:24;44,00
26/02/2021 16:06:26;54,00
26/02/2021 16:06:30;89,00
26/02/2021 16:06:40;80,00
26/02/2021 16:06:46;57,00
26/02/2021 16:06:48;80,00
26/02/2021 16:06:50;69,00
26/02/2021 16:06:56;50,00
26/02/2021 16:07:04;73,00
26/02/2021 16:07:06;56,00
26/02/2021 16:07:22;83,00
26/02/2021 16:07:24;46,00
26/02/2021 16:07:26;69,00
26/02/2021 16:07:28;73,00
26/02/2021 16:07:30;50,00
26/02/2021 16:07:34;52,00
26/02/2021 16:07:42;57,00
26/02/2021 16:07:44;58,00
26/02/2021 16:07:46;73,00
26/02/2021 16:07:54;57,00
26/02/2021 16:08:00;50,00
26/02/2021 16:08:02;60,00
26/02/2021 16:08:04;51,00
26/02/2021 16:08:06;50,00
26/02/2021 16:08:10;84,00
26/02/2021 16:08:12;54,00
26/02/2021 16:08:16;57,00
26/02/2021 16:08:22;45,00
26/02/2021 16:08:26;79,00
26/02/2021 16:08:30;59,00
26/02/2021 16:08:34;70,00
26/02/2021 16:08:37;54,00
26/02/2021 16:08:39;80,00
26/02/2021 16:08:45;41,00
26/02/2021 16:08:47;68,00
26/02/2021 16:08:51;82,00
26/02/2021 16:08:53;71,00
26/02/2021 16:08:55;61,00
26/02/2021 16:08:57;46,00
26/02/2021 16:08:59;71,00
26/02/2021 16:09:01;77,00
26/02/2021 16:09:05;82,00
26/02/2021 16:09:07;62,00
26/02/2021 16:09:09;74,00
26/02/2021 16:09:13;68,00
26/02/2021 16:09:15;48,00
26/02/2021 16:09:17;88,00
26/02/2021 16:09:19;78,00
26/02/2021 16:09:21;67,00
26/02/2021 16:09:27;73,00
26/02/2021 16:09:29;72,00
26/02/2021 16:09:37;76,00
26/02/2021 16:09:39;78,00
26/02/2021 16:09:45;68,00
26/02/2021 16:09:49;61,00
26/02/2021 16:09:55;73,00
26/02/2021 16:09:57;66,00
26/02/2021 16:09:59;61,00
26/02/2021 16:10:03;71,00
26/02/2021 16:10:05;47,00
26/02/2021 16:10:09;75,00
26/02/2021 16:10:11;81,00
26/02/2021 16:10:17;56,00
26/02/2021 16:10:19;66,00
26/02/2021 16:10:21;49,00
26/02/2021 16:10:29;46,00
26/02/2021 16:10:33;47,00
26/02/2021 16:10:39;53,00
26/02/2021 16:10:41;81,00
26/02/2021 16:10:48;82,00
26/02/2021 16:10:54;83,00
26/02/2021 16:10:58;81,00
26/02/2021 16:11:00;52,00
26/02/2021 16:11:06;54,00
26/02/2021 16:11:12;48,00
26/02/2021 16:11:14;81,00
26/02/2021 16:11:16;52,00
26/02/2021 16:11:24;82,00
26/02/2021 16:11:28;51,00
26/02/2021 16:11:30;88,00
26/02/2021 16:11:32;60,00
26/02/2021 16:11:34;47,00
26/02/2021 16:11:36;56,00
26/02/2021 16:11:42;47,00
26/02/2021 16:11:48;54,00
26/02/2021 16:11:50;79,00
26/02/2021 16:11:54;80,00
26/02/2021 16:11:56;81,00
26/02/2021 16:11:58;84,00
26/02/2021 16:12:04;43,00
26/02/2021 16:12:08;83,00
26/02/2021 16:12:10;43,00
26/02/2021 16:12:16;72,00
26/02/2021 16:12:18;69,00
26/02/2021 16:12:20;51,00
26/02/2021 16:12:30;65,00
26/02/2021 16:12:32;62,00
26/02/2021 16:12:34;59,00
26/02/2021 16:12:40;74,00
26/02/2021 16:12:42;88,00
26/02/2021 16:12:44;64,00
26/02/2021 16:12:48;51,00
26/02/2021 16:12:50;81,00
26/02/2021 16:12:52;63,00
26/02/2021 16:12:54;53,00
26/02/2021 16:12:58;69,00
26/02/2021 16:13:00;48,00
26/02/2021 16:13:02;75,00
26/02/2021 16:13:06;69,00
26/02/2021 16:13:08;63,00
26/02/2021 16:13:12;72,00
26/02/2021 16:13:18;62,00
26/02/2021 16:13:21;69,00
26/02/2021 16:13:33;66,00
26/02/2021 16:13:37;52,00
26/02/2021 16:13:39;88,00
26/02/2021 16:13:41;46,00
26/02/2021 16:13:45;87,00
26/02/2021 16:13:53;57,00
26/02/2021 16:14:01;81,00
26/02/2021 16:14:07;63,00
26/02/2021 16:14:11;72,00
26/02/2021 16:14:15;49,00
26/02/2021 16:14:17;52,00
26/02/2021 16:14:21;55,00
26/02/2021 16:14:25;65,00
26/02/2021 16:14:27;86,00
26/02/2021 16:14:31;49,00
26/02/2021 16:14:33;72,00
26/02/2021 16:14:35;70,00
26/02/2021 16:14:39;72,00
