dd/MM/yyyy HH:mm:ss;CHC12,16
26/02/2021 16:10:41;59,00
26/02/2021 16:10:48;65,00
26/02/2021 16:10:54;79,00
26/02/2021 16:10:56;59,00
26/02/2021 16:11:00;65,00
26/02/2021 16:11:08;47,00
26/02/2021 16:11:10;70,00
26/02/2021 16:11:12;48,00
26/02/2021 16:11:18;87,00
26/02/2021 16:11:20;83,00
26/02/2021 16:11:24;52,00
26/02/2021 16:11:26;54,00
26/02/2021 16:11:28;71,00
26/02/2021 16:11:32;85,00
26/02/2021 16:11:34;75,00
26/02/2021 16:11:36;69,00
26/02/2021 16:11:44;80,00
26/02/2021 16:11:46;42,00
26/02/2021 16:11:54;70,00
26/02/2021 16:12:04;81,00
26/02/2021 16:12:06;55,00
26/02/2021 16:12:08;64,00
26/02/2021 16:12:10;80,00
26/02/2021 16:12:12;52,00
26/02/2021 16:12:18;88,00
26/02/2021 16:12:26;51,00
26/02/2021 16:12:30;60,00
26/02/2021 16:12:34;88,00
26/02/2021 16:12:40;81,00
26/02/2021 16:12:42;51,00
26/02/2021 16:12:52;41,00
26/02/2021 16:13:00;78,00
26/02/2021 16:13:06;46,00
26/02/2021 16:13:14;51,00
26/02/2021 16:13:21;69,00
26/02/2021 16:13:25;43,00
26/02/2021 16:13:29;85,00
26/02/2021 16:13:33;79,00
26/02/2021 16:13:37;88,00
26/02/2021 16:13:41;71,00
26/02/2021 16:13:45;44,00
26/02/2021 16:13:49;41,00
26/02/2021 16:13:51;42,00
26/02/2021 16:13:53;85,00
26/02/2021 16:13:57;78,00
26/02/2021 16:13:59;87,00
26/02/2021 16:14:01;81,00
26/02/2021 16:14:03;61,00
26/02/2021 16:14:05;84,00
26/02/2021 16:14:07;51,00
26/02/2021 16:14:13;82,00
26/02/2021 16:14:17;67,00
26/02/2021 16:14:23;58,00
26/02/2021 16:14:29;83,00
26/02/2021 16:14:31;86,00
26/02/2021 16:14:33;59,00
26/02/2021 16:14:35;49,00
