dd/MM/yyyy HH:mm:ss;CTC4B,16
26/02/2021 16:08:08;2,00
26/02/2021 16:08:10;13,00
26/02/2021 16:08:12;10,00
26/02/2021 16:08:14;5,00
26/02/2021 16:08:16;3,00
26/02/2021 16:08:18;10,00
26/02/2021 16:08:20;2,00
26/02/2021 16:08:22;6,00
26/02/2021 16:08:24;11,00
26/02/2021 16:08:26;2,00
26/02/2021 16:08:28;13,00
26/02/2021 16:08:30;12,00
26/02/2021 16:08:33;6,00
26/02/2021 16:08:34;0,00
26/02/2021 16:08:37;7,00
26/02/2021 16:08:39;8,00
26/02/2021 16:08:41;9,00
26/02/2021 16:08:43;7,00
26/02/2021 16:08:45;9,00
26/02/2021 16:08:47;13,00
26/02/2021 16:08:49;12,00
26/02/2021 16:08:51;14,00
26/02/2021 16:08:53;7,00
26/02/2021 16:08:55;11,00
26/02/2021 16:08:57;8,00
26/02/2021 16:08:59;3,00
26/02/2021 16:09:01;8,00
26/02/2021 16:09:03;4,00
26/02/2021 16:09:05;2,00
26/02/2021 16:09:07;1,00
26/02/2021 16:09:09;9,00
26/02/2021 16:09:11;10,00
26/02/2021 16:09:15;11,00
26/02/2021 16:09:17;1,00
26/02/2021 16:09:19;8,00
26/02/2021 16:09:21;0,00
26/02/2021 16:09:23;14,00
26/02/2021 16:09:25;9,00
26/02/2021 16:09:27;11,00
26/02/2021 16:09:31;9,00
26/02/2021 16:09:33;10,00
26/02/2021 16:09:35;3,00
26/02/2021 16:09:37;12,00
26/02/2021 16:09:39;9,00
26/02/2021 16:09:41;8,00
26/02/2021 16:09:43;3,00
26/02/2021 16:09:45;12,00
26/02/2021 16:09:47;0,00
26/02/2021 16:09:49;4,00
26/02/2021 16:09:51;6,00
26/02/2021 16:09:53;4,00
26/02/2021 16:09:57;10,00
26/02/2021 16:09:59;12,00
26/02/2021 16:10:01;8,00
26/02/2021 16:10:03;2,00
26/02/2021 16:10:05;12,00
26/02/2021 16:10:07;4,00
26/02/2021 16:10:09;8,00
26/02/2021 16:10:11;12,00
26/02/2021 16:10:13;1,00
26/02/2021 16:10:15;2,00
26/02/2021 16:10:19;12,00
26/02/2021 16:10:21;6,00
26/02/2021 16:10:23;5,00
26/02/2021 16:10:25;6,00
26/02/2021 16:10:27;12,00
26/02/2021 16:10:29;10,00
26/02/2021 16:10:31;7,00
26/02/2021 16:10:33;10,00
26/02/2021 16:10:35;4,00
26/02/2021 16:10:37;7,00
26/02/2021 16:10:39;8,00
26/02/2021 16:10:41;7,00
26/02/2021 16:10:46;4,00
26/02/2021 16:10:48;3,00
26/02/2021 16:10:50;8,00
26/02/2021 16:10:52;3,00
26/02/2021 16:10:54;0,00
26/02/2021 16:10:56;1,00
26/02/2021 16:10:58;5,00
26/02/2021 16:11:00;3,00
26/02/2021 16:11:02;7,00
26/02/2021 16:11:04;8,00
26/02/2021 16:11:06;9,00
26/02/2021 16:11:08;8,00
26/02/2021 16:11:10;3,00
26/02/2021 16:11:12;9,00
26/02/2021 16:11:14;6,00
26/02/2021 16:11:16;2,00
26/02/2021 16:11:18;12,00
26/02/2021 16:11:20;2,00
26/02/2021 16:11:22;10,00
26/02/2021 16:11:24;14,00
26/02/2021 16:11:26;13,00
26/02/2021 16:11:28;12,00
26/02/2021 16:11:30;0,00
26/02/2021 16:11:32;9,00
26/02/2021 16:11:34;7,00
26/02/2021 16:11:36;6,00
26/02/2021 16:11:38;7,00
26/02/2021 16:11:40;13,00
26/02/2021 16:11:42;9,00
26/02/2021 16:11:44;6,00
26/02/2021 16:11:46;8,00
26/02/2021 16:11:48;4,00
26/02/2021 16:11:50;14,00
26/02/2021 16:11:52;7,00
26/02/2021 16:11:54;8,00
26/02/2021 16:11:56;7,00
26/02/2021 16:11:58;9,00
26/02/2021 16:12:00;3,00
26/02/2021 16:12:02;6,00
26/02/2021 16:12:04;2,00
26/02/2021 16:12:06;1,00
26/02/2021 16:12:08;11,00
26/02/2021 16:12:10;10,00
26/02/2021 16:12:12;11,00
26/02/2021 16:12:14;6,00
26/02/2021 16:12:16;13,00
26/02/2021 16:12:18;14,00
26/02/2021 16:12:20;6,00
26/02/2021 16:12:22;4,00
26/02/2021 16:12:24;5,00
26/02/2021 16:12:26;8,00
26/02/2021 16:12:28;12,00
26/02/2021 16:12:30;14,00
26/02/2021 16:12:32;9,00
26/02/2021 16:12:34;13,00
26/02/2021 16:12:36;12,00
26/02/2021 16:12:38;2,00
26/02/2021 16:12:40;11,00
26/02/2021 16:12:42;4,00
26/02/2021 16:12:46;10,00
26/02/2021 16:12:48;2,00
26/02/2021 16:12:50;1,00
26/02/2021 16:12:52;12,00
26/02/2021 16:12:54;14,00
26/02/2021 16:12:56;13,00
26/02/2021 16:13:02;14,00
26/02/2021 16:13:04;11,00
26/02/2021 16:13:06;12,00
26/02/2021 16:13:08;6,00
26/02/2021 16:13:10;12,00
26/02/2021 16:13:12;2,00
26/02/2021 16:13:14;4,00
26/02/2021 16:13:16;2,00
26/02/2021 16:13:18;11,00
26/02/2021 16:13:21;4,00
26/02/2021 16:13:22;13,00
26/02/2021 16:13:25;2,00
26/02/2021 16:13:27;5,00
26/02/2021 16:13:29;8,00
26/02/2021 16:13:31;10,00
26/02/2021 16:13:33;7,00
26/02/2021 16:13:35;5,00
26/02/2021 16:13:37;3,00
26/02/2021 16:13:39;2,00
26/02/2021 16:13:41;8,00
26/02/2021 16:13:43;9,00
26/02/2021 16:13:45;1,00
26/02/2021 16:13:47;9,00
26/02/2021 16:13:49;12,00
26/02/2021 16:13:51;7,00
26/02/2021 16:13:53;6,00
26/02/2021 16:13:55;4,00
26/02/2021 16:13:57;0,00
26/02/2021 16:13:59;9,00
26/02/2021 16:14:01;10,00
26/02/2021 16:14:03;14,00
26/02/2021 16:14:05;1,00
26/02/2021 16:14:07;3,00
26/02/2021 16:14:09;6,00
26/02/2021 16:14:13;1,00
26/02/2021 16:14:15;14,00
26/02/2021 16:14:17;0,00
26/02/2021 16:14:19;8,00
26/02/2021 16:14:21;10,00
26/02/2021 16:14:23;0,00
26/02/2021 16:14:25;1,00
26/02/2021 16:14:27;7,00
26/02/2021 16:14:29;2,00
26/02/2021 16:14:31;4,00
26/02/2021 16:14:33;8,00
26/02/2021 16:14:35;6,00
26/02/2021 16:14:37;7,00
26/02/2021 16:14:39;6,00
26/02/2021 16:14:41;7,00
26/02/2021 16:14:43;3,00
