dd/MM/yyyy HH:mm:ss;CTC24,16
26/02/2021 16:12:24;4,00
26/02/2021 16:12:26;12,00
26/02/2021 16:12:28;0,00
26/02/2021 16:12:30;14,00
26/02/2021 16:12:34;1,00
26/02/2021 16:12:36;0,00
26/02/2021 16:12:38;8,00
26/02/2021 16:12:40;11,00
26/02/2021 16:12:42;12,00
26/02/2021 16:12:44;7,00
26/02/2021 16:12:46;4,00
26/02/2021 16:12:48;9,00
26/02/2021 16:12:50;4,00
26/02/2021 16:12:52;13,00
26/02/2021 16:12:54;4,00
26/02/2021 16:12:56;13,00
26/02/2021 16:12:58;9,00
26/02/2021 16:13:00;7,00
26/02/2021 16:13:02;10,00
26/02/2021 16:13:04;8,00
26/02/2021 16:13:06;10,00
26/02/2021 16:13:08;11,00
26/02/2021 16:13:10;0,00
26/02/2021 16:13:12;4,00
26/02/2021 16:13:14;2,00
26/02/2021 16:13:16;6,00
26/02/2021 16:13:18;12,00
26/02/2021 16:13:21;9,00
26/02/2021 16:13:22;7,00
26/02/2021 16:13:25;2,00
26/02/2021 16:13:27;11,00
26/02/2021 16:13:29;0,00
26/02/2021 16:13:31;8,00
26/02/2021 16:13:33;5,00
26/02/2021 16:13:35;13,00
26/02/2021 16:13:37;4,00
26/02/2021 16:13:39;8,00
26/02/2021 16:13:41;10,00
26/02/2021 16:13:43;12,00
26/02/2021 16:13:45;1,00
26/02/2021 16:13:47;2,00
26/02/2021 16:13:49;9,00
26/02/2021 16:13:51;3,00
26/02/2021 16:13:53;2,00
26/02/2021 16:13:55;12,00
26/02/2021 16:13:57;8,00
26/02/2021 16:13:59;7,00
26/02/2021 16:14:01;0,00
26/02/2021 16:14:03;6,00
26/02/2021 16:14:05;7,00
26/02/2021 16:14:07;11,00
26/02/2021 16:14:09;9,00
26/02/2021 16:14:11;10,00
26/02/2021 16:14:13;0,00
26/02/2021 16:14:15;5,00
26/02/2021 16:14:17;11,00
26/02/2021 16:14:19;1,00
26/02/2021 16:14:21;13,00
26/02/2021 16:14:23;14,00
26/02/2021 16:14:25;12,00
26/02/2021 16:14:27;6,00
26/02/2021 16:14:29;8,00
26/02/2021 16:14:31;5,00
26/02/2021 16:14:35;8,00
26/02/2021 16:14:37;7,00
26/02/2021 16:14:39;0,00
26/02/2021 16:14:41;3,00
26/02/2021 16:14:43;6,00
