Channel;Device;Gate ID;N ID;Address;Description;Multiply factor 1;Gate Type 1;Gate ID 1;N ID 1;Operation;Multiply factor 2;Gate Type 2;Gate ID 2;N ID 2;Measured val. 1;Engineering val. 1;Measured val. 2;Engineering val. 2;Decimal digits;Record on historical file;Enable writing to device;Access groups;Apply decimal factor;From gate;Decimal Digits Gate Type;Decimal Digits Gate ID;Decimal Digits N Id
0;0;CMPGate;21;;Name_Temperature Moyenne A-1;1;NUM;NUMGate;21;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;22;;Name_Temperature Min J-1;1;NUM;NUMGate;22;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;23;;Name_Temperature Min S-1;1;NUM;NUMGate;23;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;24;;Name_Temperature Min M-1;1;NUM;NUMGate;24;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;25;;Name_Temperature Min A-1;1;NUM;NUMGate;25;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;26;;Name_Temperature Max J-1;1;NUM;NUMGate;26;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;27;;Name_Temperature Max S-1;1;NUM;NUMGate;27;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;28;;Name_Temperature Max M-1;1;NUM;NUMGate;28;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;29;;Name_Temperature Max A-1;1;NUM;NUMGate;29;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;30;;Name_Temperature Inc J-1;1;NUM;NUMGate;30;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;31;;Name_Temperature Inc S-1;1;NUM;NUMGate;31;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;32;;Name_Temperature Inc M-1;1;NUM;NUMGate;32;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;33;;Name_Temperature Inc A-1;1;NUM;NUMGate;33;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;34;;Name_Conformite J;1;NUM;NUMGate;34;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CMPGate;35;;Name_Conformite S;1;NUM;NUMGate;35;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CMPGate;36;;Name_Conformite M;1;NUM;NUMGate;36;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CMPGate;37;;Name_Conformite A;1;NUM;NUMGate;37;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CMPGate;38;;Name_Conformite J-1;1;NUM;NUMGate;38;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;39;;Name_Conformite S-1;1;NUM;NUMGate;39;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;40;;Name_Conformite M-1;1;NUM;NUMGate;40;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;41;;Name_Conformite A-1;1;NUM;NUMGate;41;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CMPGate;42;;Name_Check Inc Nbr;1;NUM;NUMGate;42;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
