dd/MM/yyyy HH:mm:ss;CTC2C,16
26/02/2021 16:13:21;9,00
26/02/2021 16:13:22;13,00
26/02/2021 16:13:25;14,00
26/02/2021 16:13:27;6,00
26/02/2021 16:13:29;1,00
26/02/2021 16:13:31;6,00
26/02/2021 16:13:33;5,00
26/02/2021 16:13:35;0,00
26/02/2021 16:13:37;4,00
26/02/2021 16:13:39;12,00
26/02/2021 16:13:41;1,00
26/02/2021 16:13:43;7,00
26/02/2021 16:13:45;12,00
26/02/2021 16:13:47;8,00
26/02/2021 16:13:49;2,00
26/02/2021 16:13:51;1,00
26/02/2021 16:13:53;5,00
26/02/2021 16:13:55;12,00
26/02/2021 16:13:57;11,00
26/02/2021 16:13:59;14,00
26/02/2021 16:14:01;1,00
26/02/2021 16:14:03;4,00
26/02/2021 16:14:05;0,00
26/02/2021 16:14:09;4,00
26/02/2021 16:14:11;6,00
26/02/2021 16:14:13;12,00
26/02/2021 16:14:15;3,00
26/02/2021 16:14:17;6,00
26/02/2021 16:14:19;12,00
26/02/2021 16:14:21;7,00
26/02/2021 16:14:23;2,00
26/02/2021 16:14:25;10,00
26/02/2021 16:14:27;9,00
26/02/2021 16:14:29;2,00
26/02/2021 16:14:33;10,00
26/02/2021 16:14:37;6,00
26/02/2021 16:14:39;10,00
26/02/2021 16:14:41;2,00
26/02/2021 16:14:43;8,00
