dd/MM/yyyy HH:mm:ss;CTC21,16
26/02/2021 16:05:09;5,00
26/02/2021 16:05:11;1,00
26/02/2021 16:05:13;2,00
26/02/2021 16:05:15;10,00
26/02/2021 16:05:17;0,00
26/02/2021 16:05:19;6,00
26/02/2021 16:05:21;9,00
26/02/2021 16:05:23;13,00
26/02/2021 16:05:25;2,00
26/02/2021 16:05:27;10,00
26/02/2021 16:05:29;13,00
26/02/2021 16:05:31;14,00
26/02/2021 16:05:33;6,00
26/02/2021 16:05:35;12,00
26/02/2021 16:05:37;2,00
26/02/2021 16:05:39;0,00
26/02/2021 16:05:41;4,00
26/02/2021 16:05:43;8,00
26/02/2021 16:05:45;4,00
26/02/2021 16:05:47;2,00
26/02/2021 16:05:49;1,00
26/02/2021 16:05:51;0,00
26/02/2021 16:05:55;5,00
26/02/2021 16:05:57;3,00
26/02/2021 16:05:59;13,00
26/02/2021 16:06:01;12,00
26/02/2021 16:06:04;3,00
26/02/2021 16:06:05;8,00
26/02/2021 16:06:08;13,00
26/02/2021 16:06:10;8,00
26/02/2021 16:06:12;7,00
26/02/2021 16:06:14;2,00
26/02/2021 16:06:16;9,00
26/02/2021 16:06:18;5,00
26/02/2021 16:06:20;4,00
26/02/2021 16:06:22;12,00
26/02/2021 16:06:24;10,00
26/02/2021 16:06:26;9,00
26/02/2021 16:06:28;14,00
26/02/2021 16:06:30;0,00
26/02/2021 16:06:32;1,00
26/02/2021 16:06:36;0,00
26/02/2021 16:06:38;11,00
26/02/2021 16:06:40;3,00
26/02/2021 16:06:42;7,00
26/02/2021 16:06:44;0,00
26/02/2021 16:06:46;12,00
26/02/2021 16:06:48;9,00
26/02/2021 16:06:50;6,00
26/02/2021 16:06:52;2,00
26/02/2021 16:06:54;1,00
26/02/2021 16:06:56;3,00
26/02/2021 16:06:58;12,00
26/02/2021 16:07:00;7,00
26/02/2021 16:07:02;4,00
26/02/2021 16:07:04;0,00
26/02/2021 16:07:06;9,00
26/02/2021 16:07:08;2,00
26/02/2021 16:07:10;12,00
26/02/2021 16:07:12;10,00
26/02/2021 16:07:16;12,00
26/02/2021 16:07:18;7,00
26/02/2021 16:07:20;13,00
26/02/2021 16:07:22;0,00
26/02/2021 16:07:24;6,00
26/02/2021 16:07:26;4,00
26/02/2021 16:07:28;3,00
26/02/2021 16:07:30;2,00
26/02/2021 16:07:32;14,00
26/02/2021 16:07:34;2,00
26/02/2021 16:07:36;8,00
26/02/2021 16:07:38;3,00
26/02/2021 16:07:40;10,00
26/02/2021 16:07:42;4,00
26/02/2021 16:07:44;2,00
26/02/2021 16:07:46;14,00
26/02/2021 16:07:50;3,00
26/02/2021 16:07:52;1,00
26/02/2021 16:07:54;9,00
26/02/2021 16:07:58;0,00
26/02/2021 16:08:00;2,00
26/02/2021 16:08:02;5,00
26/02/2021 16:08:04;3,00
26/02/2021 16:08:06;13,00
26/02/2021 16:08:08;0,00
26/02/2021 16:08:10;4,00
26/02/2021 16:08:12;7,00
26/02/2021 16:08:16;4,00
26/02/2021 16:08:18;14,00
26/02/2021 16:08:20;3,00
26/02/2021 16:08:22;14,00
26/02/2021 16:08:24;13,00
26/02/2021 16:08:26;9,00
26/02/2021 16:08:28;4,00
26/02/2021 16:08:30;14,00
26/02/2021 16:08:33;4,00
26/02/2021 16:08:34;14,00
26/02/2021 16:08:37;5,00
26/02/2021 16:08:39;11,00
26/02/2021 16:08:41;14,00
26/02/2021 16:08:43;8,00
26/02/2021 16:08:45;13,00
26/02/2021 16:08:47;8,00
26/02/2021 16:08:49;5,00
26/02/2021 16:08:51;9,00
26/02/2021 16:08:53;5,00
26/02/2021 16:08:55;9,00
26/02/2021 16:08:57;0,00
26/02/2021 16:08:59;6,00
26/02/2021 16:09:01;5,00
26/02/2021 16:09:03;0,00
26/02/2021 16:09:05;14,00
26/02/2021 16:09:07;4,00
26/02/2021 16:09:09;9,00
26/02/2021 16:09:11;4,00
26/02/2021 16:09:13;7,00
26/02/2021 16:09:15;5,00
26/02/2021 16:09:17;8,00
26/02/2021 16:09:19;12,00
26/02/2021 16:09:21;8,00
26/02/2021 16:09:23;9,00
26/02/2021 16:09:25;5,00
26/02/2021 16:09:27;10,00
26/02/2021 16:09:29;2,00
26/02/2021 16:09:31;3,00
26/02/2021 16:09:33;13,00
26/02/2021 16:09:35;6,00
26/02/2021 16:09:37;3,00
26/02/2021 16:09:41;2,00
26/02/2021 16:09:43;7,00
26/02/2021 16:09:45;12,00
26/02/2021 16:09:47;10,00
26/02/2021 16:09:49;1,00
26/02/2021 16:09:51;13,00
26/02/2021 16:09:53;12,00
26/02/2021 16:09:55;3,00
26/02/2021 16:09:57;12,00
26/02/2021 16:10:01;1,00
26/02/2021 16:10:03;2,00
26/02/2021 16:10:05;10,00
26/02/2021 16:10:07;4,00
26/02/2021 16:10:09;7,00
26/02/2021 16:10:11;0,00
26/02/2021 16:10:13;4,00
26/02/2021 16:10:15;8,00
26/02/2021 16:10:17;4,00
26/02/2021 16:10:19;3,00
26/02/2021 16:10:23;11,00
26/02/2021 16:10:27;6,00
26/02/2021 16:10:29;8,00
26/02/2021 16:10:31;5,00
26/02/2021 16:10:33;11,00
26/02/2021 16:10:35;2,00
26/02/2021 16:10:37;12,00
26/02/2021 16:10:39;10,00
26/02/2021 16:10:41;1,00
26/02/2021 16:10:44;14,00
26/02/2021 16:10:46;5,00
26/02/2021 16:10:48;7,00
26/02/2021 16:10:50;11,00
26/02/2021 16:10:52;9,00
26/02/2021 16:10:54;7,00
26/02/2021 16:10:56;5,00
26/02/2021 16:10:58;14,00
26/02/2021 16:11:02;1,00
26/02/2021 16:11:04;14,00
26/02/2021 16:11:06;0,00
26/02/2021 16:11:08;10,00
26/02/2021 16:11:10;6,00
26/02/2021 16:11:12;1,00
26/02/2021 16:11:14;6,00
26/02/2021 16:11:16;11,00
26/02/2021 16:11:18;9,00
26/02/2021 16:11:20;11,00
26/02/2021 16:11:22;10,00
26/02/2021 16:11:24;11,00
26/02/2021 16:11:26;14,00
26/02/2021 16:11:28;6,00
26/02/2021 16:11:30;10,00
26/02/2021 16:11:32;13,00
26/02/2021 16:11:34;7,00
26/02/2021 16:11:36;13,00
26/02/2021 16:11:38;6,00
26/02/2021 16:11:40;2,00
26/02/2021 16:11:42;3,00
26/02/2021 16:11:44;1,00
26/02/2021 16:11:46;2,00
26/02/2021 16:11:48;4,00
26/02/2021 16:11:50;11,00
26/02/2021 16:11:54;7,00
26/02/2021 16:11:56;14,00
26/02/2021 16:11:58;5,00
26/02/2021 16:12:00;8,00
26/02/2021 16:12:02;9,00
26/02/2021 16:12:06;5,00
26/02/2021 16:12:08;9,00
26/02/2021 16:12:10;8,00
26/02/2021 16:12:12;6,00
26/02/2021 16:12:14;3,00
26/02/2021 16:12:16;1,00
26/02/2021 16:12:18;3,00
26/02/2021 16:12:20;12,00
26/02/2021 16:12:22;4,00
26/02/2021 16:12:24;8,00
26/02/2021 16:12:26;1,00
26/02/2021 16:12:28;6,00
26/02/2021 16:12:30;8,00
26/02/2021 16:12:32;3,00
26/02/2021 16:12:34;10,00
26/02/2021 16:12:36;1,00
26/02/2021 16:12:38;0,00
26/02/2021 16:12:40;2,00
26/02/2021 16:12:42;8,00
26/02/2021 16:12:44;1,00
26/02/2021 16:12:46;13,00
26/02/2021 16:12:48;7,00
26/02/2021 16:12:50;1,00
26/02/2021 16:12:52;7,00
26/02/2021 16:12:54;2,00
26/02/2021 16:12:56;4,00
26/02/2021 16:12:58;1,00
26/02/2021 16:13:00;3,00
26/02/2021 16:13:02;10,00
26/02/2021 16:13:04;14,00
26/02/2021 16:13:06;1,00
26/02/2021 16:13:08;13,00
26/02/2021 16:13:10;8,00
26/02/2021 16:13:12;5,00
26/02/2021 16:13:14;1,00
26/02/2021 16:13:16;9,00
26/02/2021 16:13:21;13,00
26/02/2021 16:13:22;6,00
26/02/2021 16:13:25;4,00
26/02/2021 16:13:27;2,00
26/02/2021 16:13:29;8,00
26/02/2021 16:13:31;13,00
26/02/2021 16:13:33;10,00
26/02/2021 16:13:35;6,00
26/02/2021 16:13:37;9,00
26/02/2021 16:13:39;3,00
26/02/2021 16:13:41;4,00
26/02/2021 16:13:43;7,00
26/02/2021 16:13:47;0,00
26/02/2021 16:13:49;11,00
26/02/2021 16:13:51;9,00
26/02/2021 16:13:53;12,00
26/02/2021 16:13:55;7,00
26/02/2021 16:13:57;4,00
26/02/2021 16:13:59;11,00
26/02/2021 16:14:01;1,00
26/02/2021 16:14:03;3,00
26/02/2021 16:14:05;4,00
26/02/2021 16:14:07;12,00
26/02/2021 16:14:09;6,00
26/02/2021 16:14:11;2,00
26/02/2021 16:14:13;3,00
26/02/2021 16:14:15;2,00
26/02/2021 16:14:17;9,00
26/02/2021 16:14:19;12,00
26/02/2021 16:14:21;6,00
26/02/2021 16:14:23;1,00
26/02/2021 16:14:25;7,00
26/02/2021 16:14:27;8,00
26/02/2021 16:14:29;4,00
26/02/2021 16:14:33;1,00
26/02/2021 16:14:37;8,00
26/02/2021 16:14:39;4,00
26/02/2021 16:14:41;5,00
26/02/2021 16:14:43;1,00
