dd/MM/yyyy HH:mm:ss;CTC5B,16
26/02/2021 16:07:06;14,00
26/02/2021 16:07:08;4,00
26/02/2021 16:07:10;5,00
26/02/2021 16:07:12;2,00
26/02/2021 16:07:14;5,00
26/02/2021 16:07:16;6,00
26/02/2021 16:07:18;1,00
26/02/2021 16:07:20;7,00
26/02/2021 16:07:22;11,00
26/02/2021 16:07:24;8,00
26/02/2021 16:07:26;12,00
26/02/2021 16:07:28;6,00
26/02/2021 16:07:30;14,00
26/02/2021 16:07:32;6,00
26/02/2021 16:07:34;8,00
26/02/2021 16:07:36;5,00
26/02/2021 16:07:38;3,00
26/02/2021 16:07:40;2,00
26/02/2021 16:07:42;6,00
26/02/2021 16:07:44;1,00
26/02/2021 16:07:46;14,00
26/02/2021 16:07:48;2,00
26/02/2021 16:07:50;10,00
26/02/2021 16:07:52;12,00
26/02/2021 16:07:54;13,00
26/02/2021 16:07:56;2,00
26/02/2021 16:07:58;13,00
26/02/2021 16:08:00;12,00
26/02/2021 16:08:02;4,00
26/02/2021 16:08:04;7,00
26/02/2021 16:08:06;9,00
26/02/2021 16:08:08;8,00
26/02/2021 16:08:10;12,00
26/02/2021 16:08:12;5,00
26/02/2021 16:08:14;11,00
26/02/2021 16:08:16;7,00
26/02/2021 16:08:18;11,00
26/02/2021 16:08:20;7,00
26/02/2021 16:08:22;11,00
26/02/2021 16:08:24;6,00
26/02/2021 16:08:26;2,00
26/02/2021 16:08:28;11,00
26/02/2021 16:08:30;5,00
26/02/2021 16:08:33;12,00
26/02/2021 16:08:34;1,00
26/02/2021 16:08:39;14,00
26/02/2021 16:08:41;8,00
26/02/2021 16:08:43;14,00
26/02/2021 16:08:45;7,00
26/02/2021 16:08:47;2,00
26/02/2021 16:08:49;12,00
26/02/2021 16:08:51;3,00
26/02/2021 16:08:53;6,00
26/02/2021 16:08:55;12,00
26/02/2021 16:08:57;11,00
26/02/2021 16:08:59;7,00
26/02/2021 16:09:01;8,00
26/02/2021 16:09:03;2,00
26/02/2021 16:09:05;8,00
26/02/2021 16:09:07;3,00
26/02/2021 16:09:09;8,00
26/02/2021 16:09:13;3,00
26/02/2021 16:09:15;7,00
26/02/2021 16:09:17;5,00
26/02/2021 16:09:19;1,00
26/02/2021 16:09:21;8,00
26/02/2021 16:09:23;3,00
26/02/2021 16:09:25;2,00
26/02/2021 16:09:27;13,00
26/02/2021 16:09:29;4,00
26/02/2021 16:09:31;6,00
26/02/2021 16:09:33;1,00
26/02/2021 16:09:35;8,00
26/02/2021 16:09:37;7,00
26/02/2021 16:09:39;9,00
26/02/2021 16:09:41;12,00
26/02/2021 16:09:43;13,00
26/02/2021 16:09:45;6,00
26/02/2021 16:09:47;9,00
26/02/2021 16:09:49;7,00
26/02/2021 16:09:51;4,00
26/02/2021 16:09:53;9,00
26/02/2021 16:09:55;7,00
26/02/2021 16:09:59;0,00
26/02/2021 16:10:05;10,00
26/02/2021 16:10:07;0,00
26/02/2021 16:10:09;9,00
26/02/2021 16:10:11;3,00
26/02/2021 16:10:13;4,00
26/02/2021 16:10:15;10,00
26/02/2021 16:10:17;9,00
26/02/2021 16:10:19;0,00
26/02/2021 16:10:21;10,00
26/02/2021 16:10:23;5,00
26/02/2021 16:10:25;3,00
26/02/2021 16:10:27;13,00
26/02/2021 16:10:29;7,00
26/02/2021 16:10:31;0,00
26/02/2021 16:10:33;2,00
26/02/2021 16:10:35;12,00
26/02/2021 16:10:37;6,00
26/02/2021 16:10:39;11,00
26/02/2021 16:10:41;6,00
26/02/2021 16:10:44;9,00
26/02/2021 16:10:46;8,00
26/02/2021 16:10:48;3,00
26/02/2021 16:10:50;13,00
26/02/2021 16:10:52;6,00
26/02/2021 16:10:54;2,00
26/02/2021 16:10:56;14,00
26/02/2021 16:10:58;8,00
26/02/2021 16:11:00;2,00
26/02/2021 16:11:02;4,00
26/02/2021 16:11:04;14,00
26/02/2021 16:11:06;4,00
26/02/2021 16:11:08;0,00
26/02/2021 16:11:10;2,00
26/02/2021 16:11:14;13,00
26/02/2021 16:11:16;8,00
26/02/2021 16:11:18;12,00
26/02/2021 16:11:20;4,00
26/02/2021 16:11:24;6,00
26/02/2021 16:11:26;11,00
26/02/2021 16:11:28;2,00
26/02/2021 16:11:30;14,00
26/02/2021 16:11:32;3,00
26/02/2021 16:11:34;0,00
26/02/2021 16:11:36;14,00
26/02/2021 16:11:38;13,00
26/02/2021 16:11:40;8,00
26/02/2021 16:11:42;3,00
26/02/2021 16:11:44;10,00
26/02/2021 16:11:46;7,00
26/02/2021 16:11:48;8,00
26/02/2021 16:11:50;4,00
26/02/2021 16:11:52;0,00
26/02/2021 16:11:54;7,00
26/02/2021 16:11:56;12,00
26/02/2021 16:11:58;0,00
26/02/2021 16:12:00;3,00
26/02/2021 16:12:02;11,00
26/02/2021 16:12:04;3,00
26/02/2021 16:12:06;5,00
26/02/2021 16:12:08;10,00
26/02/2021 16:12:10;1,00
26/02/2021 16:12:12;7,00
26/02/2021 16:12:14;3,00
26/02/2021 16:12:16;11,00
26/02/2021 16:12:18;3,00
26/02/2021 16:12:22;2,00
26/02/2021 16:12:24;4,00
26/02/2021 16:12:26;1,00
26/02/2021 16:12:28;12,00
26/02/2021 16:12:30;11,00
26/02/2021 16:12:32;3,00
26/02/2021 16:12:36;4,00
26/02/2021 16:12:38;13,00
26/02/2021 16:12:40;1,00
26/02/2021 16:12:42;13,00
26/02/2021 16:12:44;12,00
26/02/2021 16:12:46;8,00
26/02/2021 16:12:48;12,00
26/02/2021 16:12:50;0,00
26/02/2021 16:12:52;14,00
26/02/2021 16:12:54;10,00
26/02/2021 16:12:56;13,00
26/02/2021 16:12:58;1,00
26/02/2021 16:13:00;6,00
26/02/2021 16:13:02;10,00
26/02/2021 16:13:04;4,00
26/02/2021 16:13:08;10,00
26/02/2021 16:13:10;12,00
26/02/2021 16:13:12;13,00
26/02/2021 16:13:14;11,00
26/02/2021 16:13:16;2,00
26/02/2021 16:13:18;1,00
26/02/2021 16:13:21;6,00
26/02/2021 16:13:22;12,00
26/02/2021 16:13:25;2,00
26/02/2021 16:13:27;8,00
26/02/2021 16:13:29;10,00
26/02/2021 16:13:31;6,00
26/02/2021 16:13:33;13,00
26/02/2021 16:13:35;9,00
26/02/2021 16:13:37;5,00
26/02/2021 16:13:39;14,00
26/02/2021 16:13:41;11,00
26/02/2021 16:13:43;0,00
26/02/2021 16:13:45;7,00
26/02/2021 16:13:47;0,00
26/02/2021 16:13:49;2,00
26/02/2021 16:13:51;13,00
26/02/2021 16:13:53;3,00
26/02/2021 16:13:55;6,00
26/02/2021 16:13:57;7,00
26/02/2021 16:13:59;12,00
26/02/2021 16:14:01;2,00
26/02/2021 16:14:03;14,00
26/02/2021 16:14:05;2,00
26/02/2021 16:14:07;9,00
26/02/2021 16:14:09;5,00
26/02/2021 16:14:11;13,00
26/02/2021 16:14:13;9,00
26/02/2021 16:14:15;2,00
26/02/2021 16:14:17;10,00
26/02/2021 16:14:19;5,00
26/02/2021 16:14:21;10,00
26/02/2021 16:14:23;3,00
26/02/2021 16:14:25;12,00
26/02/2021 16:14:27;7,00
26/02/2021 16:14:29;6,00
26/02/2021 16:14:33;13,00
26/02/2021 16:14:35;6,00
26/02/2021 16:14:37;1,00
26/02/2021 16:14:39;14,00
26/02/2021 16:14:41;7,00
26/02/2021 16:14:43;0,00
