dd/MM/yyyy HH:mm:ss;CTC5D,16
26/02/2021 16:06:16;5,00
26/02/2021 16:06:18;7,00
26/02/2021 16:06:20;9,00
26/02/2021 16:06:22;3,00
26/02/2021 16:06:24;7,00
26/02/2021 16:06:26;8,00
26/02/2021 16:06:28;9,00
26/02/2021 16:06:30;12,00
26/02/2021 16:06:32;4,00
26/02/2021 16:06:34;10,00
26/02/2021 16:06:36;4,00
26/02/2021 16:06:38;11,00
26/02/2021 16:06:40;8,00
26/02/2021 16:06:42;6,00
26/02/2021 16:06:44;0,00
26/02/2021 16:06:46;3,00
26/02/2021 16:06:48;1,00
26/02/2021 16:06:52;2,00
26/02/2021 16:06:54;12,00
26/02/2021 16:06:56;6,00
26/02/2021 16:06:58;1,00
26/02/2021 16:07:00;3,00
26/02/2021 16:07:02;0,00
26/02/2021 16:07:04;5,00
26/02/2021 16:07:08;14,00
26/02/2021 16:07:10;11,00
26/02/2021 16:07:12;5,00
26/02/2021 16:07:14;2,00
26/02/2021 16:07:16;7,00
26/02/2021 16:07:18;4,00
26/02/2021 16:07:20;11,00
26/02/2021 16:07:22;0,00
26/02/2021 16:07:24;14,00
26/02/2021 16:07:26;2,00
26/02/2021 16:07:28;0,00
26/02/2021 16:07:30;10,00
26/02/2021 16:07:32;12,00
26/02/2021 16:07:34;1,00
26/02/2021 16:07:36;3,00
26/02/2021 16:07:38;1,00
26/02/2021 16:07:40;4,00
26/02/2021 16:07:42;11,00
26/02/2021 16:07:44;12,00
26/02/2021 16:07:46;7,00
26/02/2021 16:07:48;2,00
26/02/2021 16:07:50;10,00
26/02/2021 16:07:52;9,00
26/02/2021 16:07:54;10,00
26/02/2021 16:07:56;1,00
26/02/2021 16:07:58;11,00
26/02/2021 16:08:00;0,00
26/02/2021 16:08:04;10,00
26/02/2021 16:08:06;1,00
26/02/2021 16:08:08;9,00
26/02/2021 16:08:10;12,00
26/02/2021 16:08:12;7,00
26/02/2021 16:08:14;13,00
26/02/2021 16:08:16;7,00
26/02/2021 16:08:18;1,00
26/02/2021 16:08:20;14,00
26/02/2021 16:08:22;9,00
26/02/2021 16:08:24;8,00
26/02/2021 16:08:26;14,00
26/02/2021 16:08:28;11,00
26/02/2021 16:08:33;6,00
26/02/2021 16:08:34;14,00
26/02/2021 16:08:37;10,00
26/02/2021 16:08:41;3,00
26/02/2021 16:08:43;5,00
26/02/2021 16:08:45;1,00
26/02/2021 16:08:47;4,00
26/02/2021 16:08:49;11,00
26/02/2021 16:08:51;5,00
26/02/2021 16:08:53;7,00
26/02/2021 16:08:55;2,00
26/02/2021 16:08:59;11,00
26/02/2021 16:09:01;13,00
26/02/2021 16:09:03;12,00
26/02/2021 16:09:07;9,00
26/02/2021 16:09:09;8,00
26/02/2021 16:09:11;12,00
26/02/2021 16:09:13;3,00
26/02/2021 16:09:15;1,00
26/02/2021 16:09:17;4,00
26/02/2021 16:09:19;13,00
26/02/2021 16:09:21;11,00
26/02/2021 16:09:23;9,00
26/02/2021 16:09:25;14,00
26/02/2021 16:09:27;10,00
26/02/2021 16:09:29;4,00
26/02/2021 16:09:31;5,00
26/02/2021 16:09:33;6,00
26/02/2021 16:09:35;2,00
26/02/2021 16:09:37;9,00
26/02/2021 16:09:41;11,00
26/02/2021 16:09:43;4,00
26/02/2021 16:09:45;11,00
26/02/2021 16:09:47;7,00
26/02/2021 16:09:49;9,00
26/02/2021 16:09:51;10,00
26/02/2021 16:09:53;11,00
26/02/2021 16:09:55;0,00
26/02/2021 16:09:57;4,00
26/02/2021 16:09:59;14,00
26/02/2021 16:10:03;0,00
26/02/2021 16:10:05;1,00
26/02/2021 16:10:07;6,00
26/02/2021 16:10:09;13,00
26/02/2021 16:10:11;4,00
26/02/2021 16:10:15;8,00
26/02/2021 16:10:17;1,00
26/02/2021 16:10:19;13,00
26/02/2021 16:10:21;11,00
26/02/2021 16:10:23;7,00
26/02/2021 16:10:25;1,00
26/02/2021 16:10:27;0,00
26/02/2021 16:10:31;14,00
26/02/2021 16:10:33;9,00
26/02/2021 16:10:35;6,00
26/02/2021 16:10:37;10,00
26/02/2021 16:10:39;11,00
26/02/2021 16:10:41;5,00
26/02/2021 16:10:44;12,00
26/02/2021 16:10:46;2,00
26/02/2021 16:10:48;5,00
26/02/2021 16:10:52;4,00
26/02/2021 16:10:54;12,00
26/02/2021 16:10:56;14,00
26/02/2021 16:10:58;9,00
26/02/2021 16:11:00;3,00
26/02/2021 16:11:02;2,00
26/02/2021 16:11:04;8,00
26/02/2021 16:11:06;1,00
26/02/2021 16:11:08;2,00
26/02/2021 16:11:10;9,00
26/02/2021 16:11:12;4,00
26/02/2021 16:11:14;6,00
26/02/2021 16:11:16;12,00
26/02/2021 16:11:18;9,00
26/02/2021 16:11:20;7,00
26/02/2021 16:11:22;10,00
26/02/2021 16:11:24;4,00
26/02/2021 16:11:26;1,00
26/02/2021 16:11:28;0,00
26/02/2021 16:11:30;7,00
26/02/2021 16:11:32;4,00
26/02/2021 16:11:34;12,00
26/02/2021 16:11:36;10,00
26/02/2021 16:11:38;2,00
26/02/2021 16:11:40;10,00
26/02/2021 16:11:42;8,00
26/02/2021 16:11:44;4,00
26/02/2021 16:11:46;7,00
26/02/2021 16:11:48;12,00
26/02/2021 16:11:50;5,00
26/02/2021 16:11:52;1,00
26/02/2021 16:11:54;0,00
26/02/2021 16:11:56;14,00
26/02/2021 16:11:58;3,00
26/02/2021 16:12:00;10,00
26/02/2021 16:12:02;1,00
26/02/2021 16:12:04;6,00
26/02/2021 16:12:08;9,00
26/02/2021 16:12:10;12,00
26/02/2021 16:12:12;14,00
26/02/2021 16:12:14;4,00
26/02/2021 16:12:16;6,00
26/02/2021 16:12:18;4,00
26/02/2021 16:12:20;12,00
26/02/2021 16:12:22;3,00
26/02/2021 16:12:24;11,00
26/02/2021 16:12:26;12,00
26/02/2021 16:12:28;6,00
26/02/2021 16:12:30;10,00
26/02/2021 16:12:32;7,00
26/02/2021 16:12:36;0,00
26/02/2021 16:12:38;14,00
26/02/2021 16:12:40;2,00
26/02/2021 16:12:42;12,00
26/02/2021 16:12:44;10,00
26/02/2021 16:12:46;2,00
26/02/2021 16:12:48;11,00
26/02/2021 16:12:50;12,00
26/02/2021 16:12:52;14,00
26/02/2021 16:12:54;2,00
26/02/2021 16:12:56;9,00
26/02/2021 16:12:58;13,00
26/02/2021 16:13:00;2,00
26/02/2021 16:13:02;0,00
26/02/2021 16:13:04;1,00
26/02/2021 16:13:06;7,00
26/02/2021 16:13:08;5,00
26/02/2021 16:13:10;10,00
26/02/2021 16:13:12;12,00
26/02/2021 16:13:14;2,00
26/02/2021 16:13:16;3,00
26/02/2021 16:13:18;10,00
26/02/2021 16:13:21;2,00
26/02/2021 16:13:22;0,00
26/02/2021 16:13:25;3,00
26/02/2021 16:13:27;1,00
26/02/2021 16:13:29;13,00
26/02/2021 16:13:31;6,00
26/02/2021 16:13:33;12,00
26/02/2021 16:13:35;9,00
26/02/2021 16:13:37;8,00
26/02/2021 16:13:39;0,00
26/02/2021 16:13:41;11,00
26/02/2021 16:13:43;3,00
26/02/2021 16:13:45;13,00
26/02/2021 16:13:47;10,00
26/02/2021 16:13:49;7,00
26/02/2021 16:13:51;8,00
26/02/2021 16:13:53;2,00
26/02/2021 16:13:55;12,00
26/02/2021 16:13:57;6,00
26/02/2021 16:13:59;12,00
26/02/2021 16:14:03;13,00
26/02/2021 16:14:05;6,00
26/02/2021 16:14:07;9,00
26/02/2021 16:14:09;6,00
26/02/2021 16:14:11;7,00
26/02/2021 16:14:13;1,00
26/02/2021 16:14:15;4,00
26/02/2021 16:14:17;1,00
26/02/2021 16:14:19;10,00
26/02/2021 16:14:21;3,00
26/02/2021 16:14:23;5,00
26/02/2021 16:14:25;12,00
26/02/2021 16:14:27;10,00
26/02/2021 16:14:29;5,00
26/02/2021 16:14:31;0,00
26/02/2021 16:14:33;12,00
26/02/2021 16:14:35;13,00
26/02/2021 16:14:37;11,00
26/02/2021 16:14:39;6,00
26/02/2021 16:14:41;7,00
26/02/2021 16:14:43;6,00
